,0,1,price,Market Capitalization,Current Liabilities,Shares,Cash,Operating Expenses,Current Ratio,PE Ratio,Earnings/Share,Debt/Equity,Debt,Current Debt,Interest Expense,Revenue,Price/Sales,Num. Active ATMs (all time),Num. Active 424s (all time),Num. Active 424B5s (past year),Num. Active 424B3s (past year),Shares Raised in the Past Year,Dollars Raised in the Past Year,Current Offering (shares),Current Offering (cash),ATM Present,Offering Present,change1m,change5m,open price,pm high,High Change,Detection TS,Hour,Minute,Volume Current Day,Volume PM,Change 1m,Change 5m,trend_data,trend_string,open_price,pm_open,hi_price,length_uptrend,length_retrace,Trend Data (present opportunity),Percentage Downtrend,Max. Downmove,Max. Upmove,Initial Trend,Initial Trend Move,Reaction,Change to High,Change from High,Change from Open,Prior Day Range,Length Prior,Length After,Shares Traded,PD High,Prior Day Price Action Trend,Open,High,Low,Low Change,Range,Change from pm open to pm high,PM high to mkt open,PM retrace: PM gap,Premarket Move Change Classification,Premarket Move Time Classification,Shares Outstanding,Float Shares,Float Percentage,IO%,Insider%,IO Class,Float Class,downmove_percentage,upmove_percentage,backside_move_type,frontside_move_type,Open Price,Close Price,Downmove%,Upmove%,Max Price,Backward_move,Forward_move,Largest Pop 1m,Largest Pop 5m,Time from open to nearest megaseller,Num. Large Sellers
325,ADMP,2018-02-23,2.8499999046325684,127714493.0,7390597.0,33389410.0,10062975.0,8722885.0,1.884,-4.397,-0.23,0.309,4947447.0,2488544.0,50667.0,3179235.0,9.665,0,2,0,1,0.0,0.0,4448274.0,0.0,False,True,0.01171929824561399,-0.05263157894736839,2.85,3.0,0.2485260456405633,2018-02-23 08:03:00,8.0,3.0,5570.0,1290976.0,0.007322033898305102,0.010508474576271132,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0              30.0      0.096154  Uptrend      2.6        2.85",Uptrend,2.85,2.6,3.0,4,23,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               4.0     -0.070175  Downtrend          760        764       4
1             540.0      0.301887    Uptrend          764       1141     377",0.010498687664041995,-0.0701754385964913,0.3018867924528303,Downtrend,-0.0701754385964913,0.3018867924528303,0.013888888888888841,-0.3013698630136987,-0.29166666666666674,0.5368421052631579,40.0,1781.0,7375318.0,3.65,Downtrending,2.8834,3.6,2.66,-0.077477977387806,0.3260040230283693,0.1538461538461538,0.04999999999999997,0.3249999999999999,Medium-Small Retracement,Sudden Upmove to Fade,33390000.0,15042195.0,0.4505,4.93,50.02,Low IO,Medium,,,no downside,mid squeeze,2.7,3.45,0.0,0.3240740740740741,3.575,0.3240740740740741,-0.03496503496503496,-0.04350952894642215,-0.07826086956521743,,0.0
326,ADXS,2018-01-25,47.54999923706055,115619381.0,21595192.0,3487764.0,26909403.0,22603098.0,2.963,-0.933,-7.35,0.972,0.0,0.0,0.0,2055627.0,11.23,0,0,0,[],0.0,0.0,0.0,0.0,False,False,0.0031545741324921863,0.006309148264984233,3.17,3.63,0.03459119496855342,2018-01-25 07:09:00,7.0,9.0,19249.0,802887.0,6.191758769080735e-05,-0.0015788984861150324,"   Trend Length (m)  Move Percent      Pivot  PM Open  Open Price
0               8.0      0.156250    Uptrend      3.2        3.17
1              81.0     -0.143243  Downtrend      3.2        3.17","Uptrend, Downtrend",3.17,3.2,3.63,6,50,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               2.0     -0.022050  Downtrend         1006       1008       2
1              85.0      0.059643    Uptrend         1008       1090      82
2              86.0     -0.062405  Downtrend         1090       1167      77
3             456.0      0.022727    Uptrend         1167       1354     187",0.2270114942528736,-0.062404870624048724,0.05964323731492543,Downtrend,-0.022050473186119898,0.05964323731492543,0.07382550335570476,0.0,0.07382550335570476,0.1636363636363637,2103.0,2.0,6087805.0,3.2,Sideways,3.18,3.29,3.04,-0.044025157232704434,0.07861635220125786,0.1343749999999999,0.12672176308539945,0.9430456787750664,Full Retracement,Sudden Upmove to Fade,2770000.0,1985813.0,0.7169,17.93,10.38,Mid IO,Low Float,,,micro downmove,retracement,3.19,3.15,-0.047021943573667686,0.02821316614420058,3.28,0.02821316614420058,-0.03963414634146339,,,,
328,AMTX,2018-03-07,1.2200000286102295,36172683.0,57767000.0,20222890.0,393000.0,8694000.0,0.196,-1.111,-0.51,-2.087,162190000.0,35156000.0,4271000.0,43018000.0,0.224,0,0,0,[],0.0,0.0,0.0,0.0,False,False,-0.030819672131147606,0.12090163934426225,1.22,1.28,0.17472936400541286,2018-03-07 08:20:00,8.0,20.0,237483.0,5870867.0,-0.012594017841525251,-0.0035857967465453555,"   Trend Length (m)  Move Percent      Pivot  PM Open  Open Price
0              23.0     -0.046729  Downtrend     1.07        1.22
1             124.0      0.196078    Uptrend     1.07        1.22","Downtrend, Uptrend",1.22,1.07,1.28,61,1,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               1.0     -0.027295  Downtrend          533        534       1
1               7.0      0.171147    Uptrend          534        541       7
2              53.0     -0.187653  Downtrend          541        594      53
3             151.0      0.107263    Uptrend          594        729     135
4             415.0     -0.080074  Downtrend          729        882     153",0.5931232091690545,-0.1876528996977982,0.17114687789668814,Downtrend,-0.02729508196721302,0.17114687789668814,1.1169491525423731,-0.0952762209767816,0.9152542372881356,1.401923076923077,171.0,357.0,11114008.0,1.249,Large Uptrend,1.1824,1.389,1.1,-0.06968876860622447,0.2444181326116373,0.19626168224299065,0.046875000000000035,0.238839285714286,Medium-Small Retracement,Sudden Downmove,20090000.0,10302152.0,0.5128,3.01,45.71,Low IO,Medium,,,downmove,no upside,1.3675,1.15,-0.1882998171846434,0.0,1.3675,0.0,-0.15904936014625232,-0.06766917293233088,-0.08955223880597023,0 days 00:00:00.751473000,2.0
329,APRN,2018-02-13,54.9000015258789,633525641.0,90709000.0,12759838.0,230885000.0,93721000.0,3.117,-2.018,-0.6,1.3130000000000002,195034000.0,0.0,1581000.0,187653000.0,0.7190000000000001,0,0,0,[],0.0,0.0,0.0,0.0,False,False,0.008196721311475356,0.12928961748633888,3.66,4.45,0.12010840108401095,2018-02-13 05:54:00,5.0,54.0,2442.0,8339528.0,0.000987306064880178,-0.0052186177715091145,"   Trend Length (m)  Move Percent      Pivot  PM Open  Open Price
0               1.0      0.093151    Uptrend     3.65        3.66
1               7.0     -0.110276  Downtrend     3.65        3.66
2               1.0      0.101408    Uptrend     3.65        3.66
3             148.0     -0.063939  Downtrend     3.65        3.66","Uptrend, Downtrend, Uptrend, Downtrend",3.66,3.65,4.45,2,136,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               5.0      0.131148    Uptrend         1427       1432       5
1             624.0     -0.181159  Downtrend         1432       1846     414",0.9880668257756564,-0.18115942028985504,0.13114754098360645,Uptrend,0.13114754098360645,-0.18115942028985504,0.16614420062695934,-0.08333333333333334,0.06896551724137938,0.2400000000000001,1587.0,860.0,24374980.0,3.72,Sideways,3.69,4.1332,3.2801,-0.11108401084010837,0.2311924119241193,0.2191780821917809,0.17752808988764046,0.8099719101123594,Full Retracement,Sudden Upmove to Fade,12760000.0,12014816.0,0.9416,5.72,0.12,Mid IO,Medium,,,downmove,no upside,4.1332,3.39,-0.2064018194135296,0.0,4.1332,0.0,-0.17981225200812934,-0.05497584541062798,-0.04095740320773796,0 days 01:38:32.300913000,1.0
335,AVGR,2018-03-29,14.0,7009219.0,11953000.0,556287.0,14418000.0,6037000.0,1.7519999999999998,-0.022,-79.9,1.014,7521000.0,7521000.0,4672000.0,1809000.0,0.8490000000000001,0,0,0,[],0.0,0.0,0.0,0.0,False,False,-0.05714285714285704,-0.0142857142857143,1.4,1.46,0.19696969696969696,2018-03-29 08:17:00,8.0,17.0,117359.0,12037712.0,0.0,0.0149253731343284,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0              29.0      0.186441  Uptrend     1.18         1.4",Uptrend,1.4,1.18,1.46,21,8,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               1.0     -0.057143  Downtrend          399        400       1
1              22.0      0.196970    Uptrend          400        422      22
2             605.0     -0.164557  Downtrend          422        752     330",0.9376770538243626,-0.16455696202531644,0.19696969696969696,Downtrend,-0.05714285714285704,0.19696969696969696,0.2640000000000001,-0.28481012658227856,-0.09600000000000007,0.4629629629629629,184.0,1467.0,10073566.0,1.58,Sideways,1.32,1.58,1.29,-0.022727272727272745,0.21969696969696967,0.2372881355932204,0.041095890410958937,0.1731898238747555,Small-Medium Retracement,Medium Uptrend then downmove,438400.0,115386.88000000006,0.2632000000000001,21.63,52.05,High IO,Low Float,,,micro downmove,small squeeze,1.38,1.32,-0.05804347826086945,0.14000000000000004,1.5732,0.14000000000000004,-0.1609458428680396,-0.09559900643271137,-0.1123882503192849,0 days 00:00:00.270307000,2.0
336,AYTU,2018-02-21,32.400001525878906,14139899.0,4341905.0,1794403.0,12081797.0,6995262.0,3.361,-0.041,-4.8,0.833,0.0,0.0,186629.0,607473.0,3.96,0,0,0,[],0.0,0.0,0.0,0.0,False,False,0.13574074074074072,0.049382716049382616,1.62,2.18,0.0,2018-02-21 07:23:00,7.0,23.0,8890.0,1103432.0,6.622955162582933e-05,-0.05954036691171605,"   Trend Length (m)  Move Percent      Pivot  PM Open  Open Price
0              25.0      0.463087    Uptrend     1.49        1.62
1              60.0     -0.256881  Downtrend     1.49        1.62","Uptrend, Downtrend",1.62,1.49,2.18,11,42,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0              12.0      0.135802    Uptrend          147        159      12
1             501.0     -0.358696  Downtrend          159        349     190",0.9405940594059404,-0.3586956521739131,0.13580246913580246,Uptrend,0.13580246913580246,-0.3586956521739131,0.08422885572139316,-0.42183269857293626,-0.3731343283582089,0.8010743801652893,2.0,452.0,888796.0,2.1793,Downtrending,1.8399,1.8399,1.15,-0.3749660307625416,0.3749660307625416,0.4630872483221478,0.2568807339449541,0.5547134689535965,Medium Retracement,Long Downtrend,248500.0,65927.04999999999,0.2653,21.42,52.05,High IO,Low Float,,,great downmove,retracement,1.7,1.18,-0.32,0.041176470588235335,1.77,0.041176470588235335,-0.33333333333333337,,,,
339,BMRA,2018-01-10,5.5,38520126.0,804393.0,8541048.0,817810.0,794929.0,5.096,-34.692,-0.03,0.2,0.0,0.0,37.0,1613636.0,6.412000000000001,1,1,1,1,0.0,0.0,0.0,7000000.0,True,True,0.07163636363636366,0.02532727272727281,5.5,6.0,0.5117068204954189,2018-01-10 07:29:00,7.0,29.0,1444.0,1375866.0,0.05232581169045525,0.01667612923670081,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0              71.0           0.1  Uptrend      5.0         5.5",Uptrend,5.5,5.0,6.0,4,30,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0              47.0      0.619982    Uptrend          101        138      37
1             582.0     -0.399544  Downtrend          138        441     303",0.8911764705882353,-0.39954432709682497,0.6199818181818183,Uptrend,0.6199818181818183,-0.39954432709682497,0.19425706711462248,-0.03296703296703285,0.15488595501194272,0.20055938151402414,84.0,30.0,122189.0,4.55,Slight Uptrend,5.894,8.91,5.06,-0.14149983033593494,0.653206650831354,0.2,0.08333333333333333,0.4166666666666666,Medium Retracement,Sudden Upmove to Fade,8530000.0,8016494.0,0.9398,4.26,1.76,Low IO,Medium,,,micro downmove,huge squeeze,5.6393,5.35,-0.09031262745376208,0.5569308247477521,8.78,0.5569308247477521,-0.3906605922551253,-0.13176144244105412,-0.12500000000000008,,0.0
340,BPTH,2018-02-09,36.400001525878906,20073138.0,791000.0,567038.0,5965000.0,2206000.0,9.399,-2.212,-4.0,0.098,0.0,0.0,0.0,37000.0,542.5169999999998,1,3,0,1,0.0,0.0,5441176.0,25000000.0,True,True,-0.038461538461538484,-0.08241758241758249,1.82,1.79,0.2000571428571428,2018-02-09 08:01:00,8.0,1.0,10766.0,564807.0,0.009784324039978864,0.002104155707522315,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0             156.0       0.76699  Uptrend     1.03        1.82",Uptrend,1.82,1.03,1.79,3,5,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0              26.0     -0.115385  Downtrend          887        912      25
1              19.0      0.329130    Uptrend          912        930      18
2             440.0     -0.135474  Downtrend          930       1105     175",0.9174311926605504,-0.13547362026262902,0.32913043478260856,Downtrend,-0.11538461538461535,0.32913043478260856,0.0,-0.2943248532289629,-0.2943248532289629,0.4854651162790699,1.0,1820.0,7963685.0,0.2555,Downtrending,1.75,2.1001,1.58,-0.0971428571428571,0.29719999999999985,0.7378640776699029,-0.016759776536312863,-0.02271390767421349,Barely Retraces,Medium Downtrend,567000.0,62029.799999999974,0.10939999999999994,5.58,83.48,Mid IO,Low Float,,,micro downmove,mid squeeze,1.67,1.85,-0.023952095808383256,0.2575449101796407,2.1001,0.2575449101796407,-0.1190895671634683,,,,
342,CAPR,2018-02-05,22.0,40736872.0,1670675.0,2771216.0,6882137.0,3756222.0,9.405,14.7,5.4,0.45,0.0,0.0,80307.0,475799.0,15.278,4,9,3,4,0.0,19000000.0,1692151.0,0.001,True,True,-0.027272727272727296,-0.0408636363636364,2.2,2.34,0.0,2018-02-05 06:06:00,6.0,6.0,13450.0,2240269.0,-0.0049261083743841185,0.009359605911330116,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0             148.0      0.145833  Uptrend     1.92         2.2",Uptrend,2.2,1.92,2.34,68,10,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0             588.0     -0.159091  Downtrend          662       1001     339",1.0,-0.15909090909090912,,Downtrend,-0.15909090909090912,,0.29545454545454536,-0.17543859649122806,0.06818181818181812,0.3255813953488371,95.0,1286.0,8650414.0,2.28,Sideways,2.14,2.14,1.75,-0.18224299065420568,0.18224299065420568,0.21875,0.059829059829059686,0.2735042735042729,Medium-Small Retracement,Sudden Downmove,2627000.0,287393.7999999999,0.10939999999999996,5.58,83.48,Mid IO,Low Float,,,downmove,no upside,2.1101,1.85,-0.17065541917444674,0.0,2.1101,0.0,-0.12326430027012936,,,,
343,CATB,2018-02-13,17.700000762939453,56328874.0,6016000.0,2903550.0,16482000.0,5712000.0,2.903,-1.54,-2.3,0.518,2479000.0,2479000.0,81000.0,250000.0,112.658,0,0,0,[],0.0,0.0,0.0,0.0,False,False,-0.056553672316384224,-0.017457627118644025,1.77,1.98,0.3653512186358464,2018-02-13 07:06:00,7.0,6.0,20483.0,14863157.0,-0.03733644859813101,-0.03738317757009346,"   Trend Length (m)  Move Percent      Pivot  PM Open  Open Price
0               2.0     -0.031250  Downtrend      1.6        1.77
1               2.0      0.277419    Uptrend      1.6        1.77
2              43.0     -0.207071  Downtrend      1.6        1.77
3              40.0      0.127389    Uptrend      1.6        1.77","Downtrend, Uptrend, Downtrend, Uptrend",1.77,1.6,1.98,7,77,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               1.0     -0.056497  Downtrend          439        440       1
1              44.0      0.365269    Uptrend          440        484      44
2             584.0     -0.315789  Downtrend          484        865     381",0.8967136150234741,-0.31578947368421045,0.36526946107784425,Downtrend,-0.056497175141242986,0.36526946107784425,0.0,-0.1134751773049645,-0.1134751773049645,0.2260869565217392,1.0,699.0,1427420.0,1.41,Slight Downtrend,1.6699,2.28,1.51,-0.09575423678064553,0.4611054554164919,0.2375,0.10606060606060604,0.4465709728867625,Medium Retracement,Sudden Upmove to Fade,2364000.0,757425.6000000002,0.3204,65.77,2.19,High IO,Low Float,,,downmove,mid squeeze,1.7391,1.56,-0.13173480535909382,0.3110229429015006,2.28,0.3110229429015006,-0.31578947368421045,-0.09649122807017534,-0.07555555555555553,,0.0
344,CDTX,2018-03-19,6.849999904632568,88772887.0,11519000.0,21391057.0,53010000.0,16810000.0,5.989,-1.301,-0.8,0.38,9892000.0,2083000.0,0.0,0.0,,1,3,0,1,0.0,0.0,2475248.0,11.46,True,True,-0.01459854014598535,-0.0007299270072992545,6.85,9.75,0.028888888888888933,2018-03-19 06:46:00,6.0,46.0,5375.0,843695.0,0.016064257028112428,0.032048192771084505,"   Trend Length (m)  Move Percent      Pivot  PM Open  Open Price
0              19.0      0.190184    Uptrend     8.15        6.85
1             101.0     -0.293814  Downtrend     8.15        6.85","Uptrend, Downtrend",6.85,8.15,9.75,7,77,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               1.0      0.010175    Uptrend          548        549       1
1              13.0     -0.132910  Downtrend          549        562      13
2              49.0      0.075000    Uptrend          562        611      49
3             451.0     -0.069767  Downtrend          611        892     281",0.8546511627906976,-0.1329103862884229,0.07500000000000002,Uptrend,0.010175182481751841,-0.1329103862884229,0.09536082474226808,-0.07647058823529418,0.011597938144329878,0.0967741935483871,573.0,282.0,775613.0,8.5,Sideways,6.75,6.945,5.91,-0.12444444444444445,0.15333333333333335,0.19631901840490792,0.2974358974358975,1.5150641025641032,Back to where it came from,Sudden Upmove to Fade,20770000.0,13924208.0,0.6704,30.37,2.59,High IO,Medium,,,downmove,no upside,6.845,6.005,-0.1344046749452155,0.0,6.845,0.0,-0.12271731190650108,-0.06923076923076926,-0.1323529411764705,,0.0
347,CLBS,2018-03-06,6.320000171661378,39140699.0,7957284.0,9569853.0,26608430.0,5158684.0,6.853,1.337,-0.52,0.25,92048.0,92048.0,3295.0,0.0,,0,2,0,1,0.0,0.0,333.0,0.0,False,True,-0.04113924050632922,-0.0696360759493671,6.32,6.72,0.0,2018-03-06 07:06:00,7.0,6.0,6557.0,1165940.0,-0.008912497103438444,-0.0071478226769575715,"   Trend Length (m)  Move Percent      Pivot  PM Open  Open Price
0               5.0     -0.009524  Downtrend     5.25        6.32
1              17.0      0.288462    Uptrend     5.25        6.32
2               7.0     -0.102985  Downtrend     5.25        6.32
3              61.0      0.051581    Uptrend     5.25        6.32","Downtrend, Uptrend, Downtrend, Uptrend",6.32,5.25,6.72,15,70,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0              46.0     -0.137642  Downtrend          219        264      45
1             119.0      0.060531    Uptrend          264        367     103
2             448.0     -0.057093  Downtrend          367        497     130",0.6294964028776978,-0.13764240506329115,0.06053099943120315,Downtrend,-0.13764240506329115,0.06053099943120315,0.2385542168674697,-0.021400778210116617,0.2120481927710843,0.2385542168674697,92.0,257.0,502891.0,5.14,Uptrending,6.06,6.06,5.42,-0.10561056105610556,0.10561056105610556,0.28,0.05952380952380944,0.2125850340136052,Medium-Small Retracement,Long Downtrend,9552000.0,6884126.4,0.7207,5.13,22.8,Mid IO,Medium,,,micro downmove,no upside,5.8799,5.44,-0.07821561591183526,0.0,5.8799,0.0,-0.07481419752036594,,,,
348,CLIR,2018-02-23,2.4000000953674316,38450435.0,2136000.0,21361353.0,11202000.0,2413000.0,5.652,-3.0,-0.13,0.189,315000.0,161000.0,0.0,530000.0,54.15600000000001,1,2,1,1,0.0,0.0,2594082.0,0.0001,True,True,0.01041666666666663,0.062499999999999965,2.4,2.6,0.11340206185567026,2018-02-23 08:11:00,8.0,11.0,216808.0,1235971.0,-0.009433962264150941,0.0,"   Trend Length (m)  Move Percent      Pivot  PM Open  Open Price
0              24.0     -0.022727  Downtrend      2.2         2.4
1             146.0      0.116279    Uptrend      2.2         2.4","Downtrend, Uptrend",2.4,2.2,2.55,53,10,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0              57.0      0.114583    Uptrend          431        485      54
1              25.0     -0.074766  Downtrend          485        510      25
2             119.0      0.090909    Uptrend          510        590      80
3             301.0     -0.090741  Downtrend          590        717     127",0.5314685314685315,-0.09074074074074076,0.1145833333333333,Uptrend,0.1145833333333333,-0.07476635514018683,0.3523636363636363,-0.27735950524334496,-0.022727272727272846,0.4513170731707319,181.0,686.0,1331875.0,2.9752,Sideways,2.425,2.7,2.4,-0.010309278350515427,0.12371134020618567,0.15909090909090892,0.05882352941176468,0.3697478991596641,Medium Retracement,Sudden Downmove,15610000.0,12975032.0,0.8312,8.18,8.7,Mid IO,Medium,,,micro downmove,retracement,2.55,2.455,-0.05882352941176468,0.05882352941176485,2.7,0.05882352941176485,-0.09074074074074076,-0.040000000000000036,-0.05999999999999996,0 days 00:00:00.565870000,2.0
349,CLSD,2018-03-05,11.029000282287598,369147966.0,13843000.0,31947033.0,85194000.0,16453000.0,7.457000000000002,-4.567,-0.62,0.21600000000000005,7307000.0,3200000.0,0.0,0.0,1085.729,0,0,0,[],0.0,0.0,0.0,0.0,False,False,0.04257028112449809,-0.03855421686746977,12.45,13.16,0.011941448382126298,2018-03-05 06:09:00,6.0,9.0,38899.0,7021624.0,0.0027675276752767712,0.009225092250922495,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0             150.0      0.261398  Uptrend     9.87       12.45",Uptrend,12.45,9.87,13.16,108,40,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               2.0      0.055020    Uptrend          787        789       2
1             625.0     -0.229539  Downtrend          789       1206     417",0.9952267303102624,-0.2295393985534831,0.055020080321285185,Uptrend,0.055020080321285185,-0.2295393985534831,0.4240506329113923,-0.03555555555555559,0.3734177215189872,0.5075376884422111,1005.0,16.0,1328216.0,9.0,Uptrending,12.98,13.135,10.12,-0.22033898305084754,0.23228043143297386,0.3333333333333334,0.05395136778115508,0.1618541033434652,Small-Medium Retracement,Medium Uptrend then downmove,25350000.0,20710950.0,0.8170000000000001,16.09,2.21,Mid IO,Large Float,,,downmove,no upside,11.97,10.12,-0.1545530492898915,0.0,11.97,0.0,-0.1545530492898915,-0.07879710696612106,-0.09907120743034052,0 days 00:00:00.644127000,2.0
350,CLSN,2018-01-04,3.0799999237060547,42930885.0,6199690.0,17740035.0,11444055.0,4806196.0,3.921,-0.89,0.32,0.779,0.0,0.0,0.0,125000.0,85.86200000000002,0,0,0,[],0.0,0.0,0.0,0.0,False,False,-0.009740259740259822,-0.025974025974026,3.08,3.34,0.00327868852459024,2018-01-04 07:02:00,7.0,2.0,23012.0,1914844.0,-0.0017301038062285112,-0.0034602076124568004,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0             130.0      0.140741  Uptrend      2.7        3.08",Uptrend,3.08,2.7,3.34,12,71,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0             627.0     -0.087662  Downtrend          405        717     312",1.0,-0.08766233766233766,,Downtrend,-0.08766233766233766,,0.14785992217898847,-0.08813559322033905,0.046692607003891086,0.2291666666666668,429.0,782.0,3340337.0,2.95,Sideways,3.05,3.06,2.76,-0.09508196721311477,0.09836065573770501,0.2370370370370369,0.07784431137724544,0.3284056886227544,Medium-Small Retracement,Sudden Upmove to Fade,17280000.0,12994560.0,0.752,5.33,19.47,Mid IO,Medium,,,micro downmove,no upside,3.0,2.81,-0.08000000000000007,0.0,3.0,0.0,-0.06333333333333331,-0.04554588077695918,-0.04477812039147337,,0.0
351,CNET,2018-01-04,2.8399999141693115,39847381.0,12963000.0,16132543.0,2952000.0,6198000.0,1.304,-2.94,-0.51,0.857,899000.0,765000.0,38000.0,15346000.0,0.8540000000000001,0,0,0,[],0.0,0.0,0.0,0.0,False,False,0.021126760563380302,0.02464788732394376,2.84,3.59,2.924137931034483,2018-01-04 06:32:00,6.0,32.0,26712.0,16067650.0,0.0033444816053511683,-0.010447195117746387,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0             120.0      1.184615  Uptrend      1.3        2.84",Uptrend,2.84,1.3,3.59,80,38,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               4.0     -0.010563  Downtrend          243        247       4
1             625.0      2.676157    Uptrend          247        855     608",0.006535947712418301,-0.010563380281690071,2.676156583629893,Downtrend,-0.010563380281690071,2.676156583629893,0.11926605504587146,-0.04098360655737709,0.07339449541284389,0.18446601941747567,393.0,41.0,1043737.0,1.22,Sideways,2.9,11.38,2.781,-0.04103448275862062,2.9651724137931037,1.7615384615384615,0.20891364902506965,0.11859726800549805,Small Retracement,Medium Uptrend then downmove,13980000.0,10512960.0,0.752,5.33,19.47,Mid IO,Medium,,,micro downmove,huge squeeze,2.91,10.55,-0.01721649484536084,2.6254295532646053,10.55,2.6254295532646053,0.0,-0.1584645669291338,-0.18571428571428564,0 days 00:00:00.035869000,3.0
352,CNET,2018-01-11,5.590000152587892,39847381.0,12963000.0,16132543.0,2952000.0,6198000.0,1.304,-2.94,-0.51,0.857,899000.0,765000.0,38000.0,15346000.0,0.8540000000000001,0,0,0,[],0.0,0.0,0.0,0.0,False,False,-0.028658318425760224,-0.044722719141323794,5.59,6.45,0.5238130317875426,2018-01-11 08:15:00,8.0,15.0,53307.0,3612511.0,0.0380165289256198,-0.0016528925619834214,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0             197.0      0.111332  Uptrend     5.03        5.59",Uptrend,5.59,5.03,5.7,28,9,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0              30.0     -0.082218  Downtrend         1456       1486      30
1             251.0      0.610849    Uptrend         1486       1737     251
2             348.0     -0.220745  Downtrend         1737       1945     208",0.4867075664621677,-0.2207446486695788,0.6108490566037738,Downtrend,-0.08221824686940966,0.6108490566037738,9.345454545454547,-0.539543057996485,3.7636363636363637,9.537037037037038,581.0,2362.0,117393459.0,11.38,Extreme Uptrend,5.4298,8.274,5.1315,-0.054937566761206716,0.5787505985487493,0.1332007952286282,0.019298245614035144,0.1448808588635773,Small-Medium Retracement,Long Uptrend then downmove,13980000.0,10512960.0,0.752,5.33,19.47,Mid IO,Medium,,,micro downmove,huge squeeze,5.34,6.44,-0.03857677902621714,0.5430711610486892,8.24,0.5430711610486892,-0.2184466019417476,-0.06307490144546654,-0.08689839572192518,,0.0
353,CNET,2018-01-18,4.389999866485597,39847381.0,12963000.0,16132543.0,2952000.0,6198000.0,1.304,-2.94,-0.51,0.857,899000.0,765000.0,38000.0,15346000.0,0.8540000000000001,0,0,0,[],0.0,0.0,0.0,0.0,False,False,0.06833712984054686,0.06596810933940776,4.39,4.8,0.0,2018-01-18 07:30:00,7.0,30.0,41701.0,2952034.0,0.002358490566037652,0.003537735849056478,"   Trend Length (m)  Move Percent    Pivot  PM Open  Open Price
0             193.0      0.103015  Uptrend     3.98        4.39",Uptrend,4.39,3.98,4.69,97,0,"   Trend Length (m)  Move Percent      Pivot  Start Index  End Index  length
0               1.0      0.068337    Uptrend          923        924       1
1             627.0     -0.117271  Downtrend          924       1284     360",0.9972299168975072,-0.1172707889125801,0.06833712984054686,Uptrend,0.06833712984054686,-0.1172707889125801,0.523756906077348,-0.5177664974619288,-0.2651933701657458,1.2827976272589323,1734.0,1562.0,63074714.0,8.274,Downtrending,4.69,4.69,3.9,-0.16844349680170584,0.16844349680170584,0.17839195979899508,0.06396588486140739,0.358569326406199,Medium Retracement,Sudden Downmove,16129999.0,12129759.248,0.752,5.33,19.47,Mid IO,Medium,,,downmove,no upside,4.6796,4.14,-0.16091118899051196,0.0,4.6796,0.0,-0.11530900076929655,,,,
