,Shares Outstanding,Float Shares,Float Percentage,IO%,Insider%,Months Left,Accumulated Deficit,Net Working Capital
281,60400000.0,37804360.0,0.6259,9.5,27.91,6.839947364775955,-39561000.0,9914000.0
282,17810000.0,14809015.0,0.8315,0.94,15.91,10.576433454493227,-50464920.0,-2362974.0
283,118560000.0,108826224.0,0.9179,3.77,4.44,5.243607006980049,-104597748.0,6773725.0
284,125740000.0,116799886.0,0.9289,0.87,6.24,3.9848408518433716,-217070000.0,8813000.0
285,44140000.0,42846698.0,0.9707,0.2,2.73,0.13201947014453982,-146194000.0,-29313000.0
286,15180000.0,5741076.0,0.3782,12.87,49.31,7.2965002042015135,1208395.0,26012840.0
287,18250000.0,14902950.0,0.8166,2.93,15.41,1.3429668191618027,-248630000.0,-2868000.0
288,118560000.0,108826224.0,0.9179,3.77,4.44,5.243607006980049,-104597748.0,6773725.0
289,2230000.0,968489.0,0.4343,41.82,14.75,2.108095252685509,-64354439.0,10818628.0
290,118560000.0,108826224.0,0.9179,3.77,4.44,5.243607006980049,-104597748.0,6773725.0
291,57980000.0,47294286.0,0.8157,11.53,6.9,9.003542745627861,-120111000.0,18847000.0
292,48490000.0,23270351.0,0.4799,33.11,18.9,0.2472898457689333,-242494000.0,166192000.0
293,143430000.0,126777777.0,0.8839,9.21,2.4,4.313553113553114,-572599000.0,-6619000.0
294,2230000.0,968489.0,0.4343,41.82,14.75,2.108095252685509,-64354439.0,10818628.0
295,18250000.0,14902950.0,0.8166,2.93,15.41,1.3429668191618027,-248630000.0,-2868000.0
296,46320000.0,32595384.0,0.7037,2.39,27.24,1.9558210176655408,-60142352.0,-794467.0
297,71400000.0,30145080.0,0.4222,43.21,14.57,5.158955974842766,-2352200000.0,653100000.0
298,31860000.0,29703078.0,0.9323,2.12,4.65,0.5364156724745278,-25350392.0,-5166264.0
299,38490000.0,22789929.000000004,0.5921000000000001,11.54,29.25,0.25940142782820297,-193112232.0,-88621535.0
300,143430000.0,126777777.0,0.8839,9.21,2.4,4.313553113553114,-572599000.0,-6619000.0
301,109380000.0,80470866.0,0.7357,18.6,7.83,1.4475432975360525,-362237000.0,9129000.0
302,43500000.0,42486450.0,0.9767,0.18,2.15,0.2130365252990469,-123604000.0,-17518000.0
303,237010000.0,224211460.0,0.946,0.86,4.54,0.10029087210410437,-248482826.0,-29303745.0
304,2711000.0,1938907.2,0.7152000000000001,25.17,3.31,,,
305,33229999.0,23839201.2826,0.7174,8.95,19.31,4.327029706803901,-290516780.0,8340741.0
306,109090000.0,97591914.0,0.8946,7.51,3.03,4.347069098022777,-116661000.0,8424000.0
307,65069999.0,40792382.3731,0.6269,33.42,3.89,4.366456098131622,-119587000.0,-21861000.0
308,31860000.0,29703078.0,0.9323,2.12,4.65,0.5364156724745278,-25350392.0,-5166264.0
309,9744000.0,6803260.799999999,0.6981999999999999,18.66,11.52,2.756269494697442,-2798000.0,32300000.0
310,128460000.0,117027060.0,0.9109999999999999,7.9,1.0,2.9074603308813165,-376177000.0,-41677000.0
311,10930000.0,9857767.0,0.9019,7.55,2.26,9.198172337380116,-21276181.0,7064399.0
312,16500000.0,9576600.0,0.5804,13.96,28.0,3.3594202341308,-1755192.0,14013171.0
313,89330000.0,65219833.0,0.7301,19.4,7.59,10.11339939704026,-178806530.0,-15524360.0
314,24920000.0,18438308.0,0.7399,16.1,9.91,44.91226734348561,-168587000.0,21962000.0
315,17720000.0,11491420.000000002,0.6485000000000001,26.8,8.35,5.322776610644258,-41112000.0,51548000.0
316,103290000.0,75226107.0,0.7283,26.56,0.61,9.169777777777778,-406378000.0,-54747000.0
317,47890000.0,26981226.0,0.5633999999999999,31.76,11.9,11.429980219037972,-265067000.0,47900000.0
318,31860000.0,29703078.0,0.9323,2.12,4.65,0.5364156724745278,-25350392.0,-5166264.0
319,32799999.0,29582319.09810001,0.9019,7.55,2.26,37.88758357211079,13423000.0,10086000.0
320,27880000.0,23466596.0,0.8417,10.62,5.21,5.644612805358744,-137376122.0,35471750.0
321,38820000.0,33625884.0,0.8662,5.56,7.82,4.67917619989713,-83479098.0,17388703.0
322,37960000.0,27646268.0,0.7283,26.56,0.61,10.88723029332319,-33415600.0,9557346.0
323,4240000.0,3144384.0,0.7416,3.38,22.46,5.149220818490903,-162856000.0,109657000.0
324,23520000.0,17063760.0,0.7255,6.9,20.55,3.2905713047557383,-184409806.0,4743167.0
325,21900000.0,16017660.000000002,0.7314,21.93,4.93,0.33392746004210977,102593000.0,118054000.0
326,26550000.0,22347135.0,0.8417,10.62,5.21,5.644612805358744,-137376122.0,35471750.0
327,28370000.0,25989757.0,0.9161,0.9,7.49,0.0,-117218584.0,-9047717.0
328,30950000.0,26555100.0,0.858,13.94,0.26,7.450167307752447,-459893000.0,50652000.0
329,16120000.0,14337128.0,0.8894,0.11,10.95,6.337504196963668,-94972717.0,8571806.0
330,126360000.0,114065172.0,0.9027,1.06,8.67,0.4997028275977293,-271083356.0,-13559343.0
331,28030000.0,25294272.0,0.9024,8.82,0.94,5.3717135177230135,-230080000.0,58131000.0
332,84780000.0,45128394.0,0.5323,28.41,18.36,24.153994272134547,-486470000.0,93689000.0
333,13430000.0,6712314.0,0.4998,0.06,49.96,1.4801543733470968,-12215642.0,2194965.0
334,94600000.0,61291339.99999999,0.6478999999999999,34.36,0.85,0.20586336502321467,-37219000.0,199203000.0
335,52140000.0,6267227.999999999,0.1202,3.06,84.92,0.4770666501127734,-235260000.0,5995000.0
336,11230000.0,10288926.0,0.9162,0.19,8.19,0.0,-16092617.0,
337,28030000.0,25294272.0,0.9024,8.82,0.94,5.3717135177230135,-230080000.0,58131000.0
338,33000000.0,27776100.0,0.8417,10.62,5.21,10.564853172971626,-199361999.0,62261073.0
339,96140000.0,86006844.0,0.8946,7.51,3.03,4.347069098022777,-116661000.0,8424000.0
340,10130000.0,4319432.0,0.4264,0.55,56.81,5.2690182654556414,3488312.0,21306930.0
341,29680000.0,26845560.0,0.9045,9.16,0.39,4.2219591242318435,-169504981.0,5791444.0
342,28040000.0,27218428.0,0.9707,0.2,2.73,,,
343,128460000.0,117027060.0,0.9109999999999999,7.9,1.0,2.9074603308813165,-376177000.0,-41677000.0
344,102380000.0,75320966.0,0.7357,18.6,7.83,1.4475432975360525,-362237000.0,9129000.0
345,4037000.0,1341898.7999999996,0.3323999999999999,0.43,66.33,0.7365966401048675,-168160000.0,-929000.0
346,38850000.0,37719465.0,0.9709,0.49,2.42,,,
347,45150000.0,29428770.0,0.6517999999999999,31.8,3.02,1.810485350755147,-246245000.0,60145000.0
348,10130000.0,4319432.0,0.4264,0.55,56.81,5.2690182654556414,3488312.0,21306930.0
349,39830000.0,35058366.0,0.8802,7.73,4.25,0.6055206596373333,-75686000.0,51530000.0
350,37150000.0,19774945.0,0.5323,28.41,18.36,3.822831050228311,-2312400000.0,-33800000.0
351,28040000.0,27218428.0,0.9707,0.2,2.73,,,
352,128460000.0,117027060.0,0.9109999999999999,7.9,1.0,2.9074603308813165,-376177000.0,-41677000.0
353,29680000.0,26845560.0,0.9045,9.16,0.39,4.2219591242318435,-169504981.0,5791444.0
354,89330000.0,65219833.0,0.7301,19.4,7.59,10.11339939704026,-178806530.0,-15524360.0
355,10130000.0,4319432.0,0.4264,0.55,56.81,5.2690182654556414,3488312.0,21306930.0
356,28040000.0,21167396.0,0.7549,15.08,9.43,,,
357,44900000.0,19922130.0,0.4437,50.75,4.88,1.6872953911759885,-796806000.0,85001000.0
358,17810000.0,14809015.0,0.8315,0.94,15.91,10.576433454493227,-50464920.0,-2362974.0
359,13430000.0,6712314.0,0.4998,0.06,49.96,1.4801543733470968,-12215642.0,2194965.0
360,26680000.0,21848252.0,0.8189,9.19,8.92,0.0015406514276145025,-23294000.0,-11411000.0
361,13530000.0,11196075.0,0.8275,10.5,6.75,5.419645625692137,-65128000.0,829000.0
362,9865000.0,9658821.5,0.9791,0.0,2.09,6.337504196963668,-94972717.0,8571806.0
363,74180000.0,68876130.0,0.9285,3.28,3.87,4.347069098022777,-116661000.0,8424000.0
364,70630000.0,54526360.0,0.772,12.82,9.98,10.11339939704026,-178806530.0,-15524360.0
365,197170000.0,177058660.0,0.898,5.66,4.54,0.10029087210410437,-248482826.0,-29303745.0
366,28100000.0,27774040.0,0.9884,0.74,0.42,4.2219591242318435,-169504981.0,5791444.0
367,17850000.0,17041395.0,0.9547,1.12,3.41,0.6391865849800098,-234923000.0,-25268000.0
368,40950000.0,39995865.0,0.9767,0.18,2.15,0.2130365252990469,-123604000.0,-17518000.0
369,17440000.0,14490896.0,0.8309,1.01,15.9,10.576433454493227,-50464920.0,-2362974.0
370,56470000.0,52635687.0,0.9321,0.78,6.01,0.6905962453351566,-308136000.0,-12287000.0
371,21610000.0,20689414.0,0.9574,2.75,1.51,5.644612805358744,-137376122.0,35471750.0
372,45660000.0,40651098.0,0.8903,7.6,3.37,20.07044257925231,-162948000.0,100213000.0
373,40950000.0,39995865.0,0.9767,0.18,2.15,0.2130365252990469,-123604000.0,-17518000.0
374,26580000.0,21354372.0,0.8034,9.4,10.26,4.878497473469103,-175525612.0,1181249.0
375,45190000.0,31800203.0,0.7037,2.39,27.24,1.9558210176655408,-60142352.0,-794467.0
376,35930000.0,29344031.0,0.8167,2.92,15.41,0.0,,88918000.0
377,7591000.0,6336207.7,0.8347,8.71,7.82,4.767786391042205,-185812000.0,6512000.0
378,74180000.0,68876130.0,0.9285,3.28,3.87,4.347069098022777,-116661000.0,8424000.0
379,3555000.0,2541469.5,0.7149,6.05,22.46,5.149220818490903,-162856000.0,109657000.0
380,79360000.0,24149248.0,0.3043,4.05,65.52,0.4435321179905573,-29361937.0,-1264368.0
381,7591000.0,6336207.7,0.8347,8.71,7.82,4.767786391042205,-185812000.0,6512000.0
382,26580000.0,21354372.0,0.8034,9.4,10.26,4.878497473469103,-175525612.0,1181249.0
383,44700000.0,19560720.0,0.4376,51.46,4.78,1.6872953911759885,-796806000.0,85001000.0
384,47900000.0,39119930.0,0.8167,2.92,15.41,4.894632386107354,-208103000.0,29050000.0
385,142550000.0,129848795.0,0.9109,6.5,2.41,4.313553113553114,-572599000.0,-6619000.0
386,18590000.0,17798066.0,0.9574,2.75,1.51,6.309159178163103,-87926000.0,33621000.0
387,197170000.0,177058660.0,0.898,5.66,4.54,0.10029087210410437,-248482826.0,-29303745.0
388,102730000.0,75660645.0,0.7365,25.74,0.61,9.169777777777778,-406378000.0,-54747000.0
389,59160000.0,18381012.0,0.3107,0.0,68.93,2.549880875428316,-13160629.0,-2078026.0
390,24700000.0,22924070.0,0.9281,4.61,2.58,12.196039952495909,-85730390.0,4230456.0
391,28040000.0,21731000.0,0.775,12.76,9.74,,,
392,54750000.0,38100525.0,0.6959,13.85,16.56,7.440647626784505,-213156521.0,69279584.0
393,9367000.0,6388294.000000001,0.682,2.08,29.72,9.678402891054148,-110243475.0,3495119.0
394,197170000.0,177058660.0,0.898,5.66,4.54,0.10029087210410437,-248482826.0,-29303745.0
395,26680000.0,21173248.0,0.7936,11.72,8.92,0.0015406514276145025,-23294000.0,-11411000.0
396,28040000.0,21731000.0,0.775,12.76,9.74,,,
397,18590000.0,17798066.0,0.9574,2.75,1.51,6.309159178163103,-87926000.0,33621000.0
398,102730000.0,75660645.0,0.7365,25.74,0.61,9.169777777777778,-406378000.0,-54747000.0
399,44700000.0,19560720.0,0.4376,51.46,4.78,1.6872953911759885,-796806000.0,85001000.0
400,18590000.0,17798066.0,0.9574,2.75,1.51,6.309159178163103,-87926000.0,33621000.0
401,197170000.0,177058660.0,0.898,5.66,4.54,0.10029087210410437,-248482826.0,-29303745.0
402,40130000.0,38954191.0,0.9707,0.2,2.73,0.13201947014453982,-146194000.0,-29313000.0
403,9367000.0,6388294.000000001,0.682,2.08,29.72,9.678402891054148,-110243475.0,3495119.0
404,87490000.0,70289466.0,0.8034,9.4,10.26,14.384491607712581,-335753000.0,61724000.0
405,29770000.0,15239263.0,0.5119,40.28,8.53,2.6646354403516748,-34497000.0,64835000.0
406,30420000.0,11161098.0,0.3669,32.71,30.6,7.231574137537128,-88774000.0,19392000.0
407,28350000.0,25291035.0,0.8921,1.02,9.77,0.0,-117218584.0,-9047717.0
408,59360000.0,38405920.0,0.647,33.19,2.11,4.366456098131622,-119587000.0,-21861000.0
409,10010000.0,8798790.0,0.879,7.2,4.9,0.5400428648982855,-10042050.0,-3488061.0
410,44700000.0,19560720.0,0.4376,51.46,4.78,1.6872953911759885,-796806000.0,85001000.0
411,53080000.0,44666820.0,0.8415,13.54,2.31,6.95775728243996,-168169000.0,19559000.0
412,40880000.0,33460280.0,0.8185,12.66,5.49,6.992947301181082,-263140660.0,17728557.0
413,26680000.0,21173248.0,0.7936,11.72,8.92,0.0015406514276145025,-23294000.0,-11411000.0
414,28040000.0,21731000.0,0.775,12.76,9.74,,,
415,59610000.0,40200984.0,0.6744,6.17,26.39,2.082955314671256,-49537697.0,2981741.0
416,41870000.0,33387138.0,0.7974,15.12,5.14,6.254287497871858,-453527000.0,61371000.0
417,13270000.0,8510051.0,0.6413,20.34,15.53,0.2672191266114938,-115105761.0,-1477432.0
418,40950000.0,39995865.0,0.9767,0.18,2.15,0.2130365252990469,-123604000.0,-17518000.0
419,44700000.0,19560720.0,0.4376,51.46,4.78,1.6872953911759885,-796806000.0,85001000.0
420,3555000.0,2541469.5,0.7149,6.05,22.46,5.149220818490903,-162856000.0,109657000.0
421,11740000.0,3627660.0,0.30899999999999994,2.68,66.42,6.438150832753553,-21439160.0,3829331.0
422,23440000.0,13149839.999999998,0.5609999999999999,8.76,35.14,2.5405517037911194,-1013316000.0,55055000.0
423,9865000.0,9658821.5,0.9791,0.0,2.09,6.337504196963668,-94972717.0,8571806.0
424,14570000.0,4526899.0,0.3107,0.0,68.93,1.1364300688828992,-113519000.0,37959000.0
425,59160000.0,18381012.0,0.3107,0.0,68.93,2.549880875428316,-13160629.0,-2078026.0
426,52140000.0,6314153.999999999,0.1211,2.97,84.92,0.4770666501127734,-235260000.0,5995000.0
427,24780000.0,20668998.0,0.8341,6.68,9.91,44.91226734348561,-168587000.0,21962000.0
428,22520000.0,11255496.0,0.4998,0.06,49.96,18.2122664733435,33813386.0,-72665639.0
429,102730000.0,75660645.0,0.7365,25.74,0.61,9.169777777777778,-406378000.0,-54747000.0
430,17440000.0,14490896.0,0.8309,1.01,15.9,10.576433454493227,-50464920.0,-2362974.0
431,8859000.0,7394607.3,0.8347,8.71,7.82,9.701783797248474,-7828948.0,4123043.0
432,119540000.0,113323920.0,0.948,4.19,1.01,2.9074603308813165,-376177000.0,-41677000.0
433,242180000.0,83188829.99999999,0.3434999999999999,63.22,2.43,1.3811096718480138,1632200000.0,54100000.0
434,94490000.0,54530178.99999999,0.5771,41.44,0.85,0.20586336502321467,-37219000.0,199203000.0
435,40950000.0,39995865.0,0.9767,0.18,2.15,0.2130365252990469,-123604000.0,-17518000.0
436,91410000.0,40192977.0,0.4397,53.71,2.32,0.10593204775022956,-2385112000.0,-219431000.0
437,40130000.0,38954191.0,0.9707,0.2,2.73,0.13201947014453982,-146194000.0,-29313000.0
438,48860000.0,45542406.0,0.9321,0.78,6.01,0.6905962453351566,-308136000.0,-12287000.0
439,28100000.0,27774040.0,0.9884,0.74,0.42,4.2219591242318435,-169504981.0,5791444.0
440,6365000.0,4279189.499999999,0.6722999999999999,1.4,31.37,3.331103562407456,-236932000.0,3176000.0
441,48860000.0,45542406.0,0.9321,0.78,6.01,0.6905962453351566,-308136000.0,-12287000.0
442,59160000.0,18381012.0,0.3107,0.0,68.93,2.549880875428316,-13160629.0,-2078026.0
443,59630000.0,38580610.0,0.647,33.19,2.11,4.366456098131622,-119587000.0,-21861000.0
444,102730000.0,75660645.0,0.7365,25.74,0.61,9.169777777777778,-406378000.0,-54747000.0
445,36580000.0,30299214.0,0.8283,10.89,6.28,4.807864882090504,-1016981000.0,18462000.0
446,19640000.0,19233452.0,0.9793,1.43,0.64,0.7542480606837826,-12618666.0,-14424137.0
447,23160000.0,22122432.0,0.9552,1.27,3.21,4.087084755069224,-304784000.0,6151000.0
448,15070000.0,13278177.0,0.8811,1.21,10.68,2.800053808175876,-174524983.0,1728762.0
449,27410000.0,24323634.0,0.8874,2.29,8.97,11.621715328467154,-22937000.0,11289000.0
450,91410000.0,40192977.0,0.4397,53.71,2.32,0.10593204775022956,-2385112000.0,-219431000.0
451,4972000.0,846234.3999999996,0.1701999999999999,73.18,9.8,16.9077380952381,-100900000.0,163700000.0
452,46500000.0,43672800.0,0.9392,5.7,0.38,9.386305611919603,-58575548.0,7973210.0
453,242180000.0,83188829.99999999,0.3434999999999999,63.22,2.43,1.3811096718480138,1632200000.0,54100000.0
454,15040000.0,9387968.000000002,0.6242000000000001,16.04,21.54,6.73034205053321,-974291000.0,-23561000.0
455,23160000.0,22122432.0,0.9552,1.27,3.21,4.087084755069224,-304784000.0,6151000.0
456,78210000.0,24573582.000000004,0.31420000000000003,66.03,2.55,3.7821110420551065,-513179000.0,13762000.0
457,102730000.0,75660645.0,0.7365,25.74,0.61,9.169777777777778,-406378000.0,-54747000.0
458,78980000.0,24033614.0,0.3043,4.05,65.52,0.4435321179905573,-29361937.0,-1264368.0
459,94490000.0,54530178.99999999,0.5771,41.44,0.85,0.20586336502321467,-37219000.0,199203000.0
460,10530000.0,5810454.000000001,0.5518000000000001,38.58,6.24,,,
461,119170000.0,112973160.0,0.948,4.19,1.01,2.9074603308813165,-376177000.0,-41677000.0
462,94490000.0,54530178.99999999,0.5771,41.44,0.85,0.20586336502321467,-37219000.0,199203000.0
463,36010000.0,33564921.0,0.9321,0.78,6.01,0.6905962453351566,-308136000.0,-12287000.0
464,242180000.0,83188829.99999999,0.3434999999999999,63.22,2.43,1.3811096718480138,1632200000.0,54100000.0
465,29790000.0,22324626.0,0.7494,19.85,5.21,10.564853172971626,-199361999.0,62261073.0
466,30500000.0,13288850.0,0.4357,21.03,35.4,1.136809442012523,53871000.0,-15392000.0
467,36010000.0,33564921.0,0.9321,0.78,6.01,0.6905962453351566,-308136000.0,-12287000.0
468,59630000.0,38580610.0,0.647,33.19,2.11,4.366456098131622,-119587000.0,-21861000.0
469,102730000.0,75660645.0,0.7365,25.74,0.61,9.169777777777778,-406378000.0,-54747000.0
470,15070000.0,13278177.0,0.8811,1.21,10.68,2.800053808175876,-174524983.0,1728762.0
471,24780000.0,20668998.0,0.8341,6.68,9.91,44.91226734348561,-168587000.0,21962000.0
472,38240000.0,17915440.0,0.4685,14.75,38.4,2.766436183193688,-544010000.0,-41601000.0
473,17440000.0,14490896.0,0.8309,1.01,15.9,10.576433454493227,-50464920.0,-2362974.0
474,107180000.0,94050450.0,0.8775,9.85,2.4,15.856473363072348,-413145000.0,28381000.0
475,63440000.0,40684072.0,0.6413,20.34,15.53,,,
476,33780000.0,29692620.0,0.879,7.2,4.9,6.4368385036496365,-712073000.0,1696000.0
477,21480000.0,15139104.0,0.7048,6.87,22.65,3.2905713047557383,-184409806.0,4743167.0
478,52150000.0,45495660.0,0.8724,11.72,1.04,6.308917407041791,-336660000.0,60571000.0
479,20110000.0,19253314.0,0.9574,2.75,1.51,5.644612805358744,-137376122.0,35471750.0
480,73680000.0,59290296.0,0.8047,9.45,10.08,10.081092111744423,-2263563000.0,17092000.0
481,27330000.0,24381093.0,0.8921,1.02,9.77,0.0,-117218584.0,-9047717.0
482,16079999.0,12117887.2464,0.7536,9.14,15.5,6.188284919116367,-594002000.0,15025000.0
483,29260000.0,21298354.0,0.7279,5.29,21.92,4.327029706803901,-290516780.0,8340741.0
484,94490000.0,53452993.0,0.5657,42.58,0.85,0.20586336502321467,-37219000.0,199203000.0
485,59610000.0,43425885.0,0.7285,26.54,0.61,-2.12037371988928,-114290617.0,5563557.0
486,40950000.0,39995865.0,0.9767,0.18,2.15,0.2130365252990469,-123604000.0,-17518000.0
487,99350000.0,42780110.0,0.4306,21.25,35.69,0.4218354651569162,-337780000.0,-24709000.0
488,9187000.0,6915973.6000000015,0.7528,7.42,17.3,0.5811222046199758,-434221000.0,33472000.0
489,37520000.0,22767136.0,0.6068,20.37,18.95,1.8003788835564536,-193224000.0,27616000.0
490,54000000.0,17269200.000000004,0.3198000000000001,0.0,68.02,2.549880875428316,-13160629.0,-2078026.0
491,99350000.0,42780110.0,0.4306,21.25,35.69,0.4218354651569162,-337780000.0,-24709000.0
492,49710000.0,18094440.000000004,0.3640000000000001,59.05,4.55,3.7821110420551065,-513179000.0,13762000.0
493,24780000.0,20532708.0,0.8286,7.23,9.91,44.91226734348561,-168587000.0,21962000.0
494,36010000.0,33564921.0,0.9321,0.78,6.01,0.6905962453351566,-308136000.0,-12287000.0
495,40950000.0,39995865.0,0.9767,0.18,2.15,0.2130365252990469,-123604000.0,-17518000.0
496,40950000.0,39995865.0,0.9767,0.18,2.15,0.2130365252990469,-123604000.0,-17518000.0
497,9865000.0,9658821.5,0.9791,0.0,2.09,6.337504196963668,-94972717.0,8571806.0
498,92060000.0,67065710.0,0.7285,26.54,0.61,9.169777777777778,-406378000.0,-54747000.0
499,29790000.0,22238235.0,0.7465,20.14,5.21,10.564853172971626,-199361999.0,62261073.0
500,24700000.0,22896900.0,0.927,4.69,2.61,12.196039952495909,-85730390.0,4230456.0
501,11600000.0,5797680.0,0.4998,0.06,49.96,1.4801543733470968,-12215642.0,2194965.0
502,74180000.0,68683262.0,0.9259,3.42,3.99,4.347069098022777,-116661000.0,8424000.0
503,28320000.0,25111344.0,0.8867,8.23,3.1,8.84105499572675,-121595000.0,88652000.0
504,41320000.0,33481596.0,0.8103,13.77,5.2,6.992947301181082,-263140660.0,17728557.0
505,11600000.0,5797680.0,0.4998,0.06,49.96,1.4801543733470968,-12215642.0,2194965.0
506,20170000.0,14693845.0,0.7285,26.54,0.61,9.505833680125482,-71585003.0,25782040.0
507,24780000.0,20532708.0,0.8286,7.23,9.91,44.91226734348561,-168587000.0,21962000.0
508,38240000.0,17835136.0,0.4664,14.96,38.4,2.766436183193688,-544010000.0,-41601000.0
509,24910000.0,14091587.0,0.5657,42.58,0.85,3.7774230568596767,-264513000.0,12236000.0
510,9674000.0,8748198.2,0.9043,0.0,9.57,0.0,-16092617.0,
511,68880000.0,50179080.0,0.7285,26.54,0.61,2.496887550200803,-625872000.0,185287000.0
512,66129999.0,28475577.5694,0.4306,21.25,35.69,0.4218354651569162,-337780000.0,-24709000.0
513,34540000.0,28602574.000000004,0.8281000000000001,10.44,6.75,7.042549145979796,-217238000.0,9259000.0
514,37150000.0,15944780.000000002,0.4292,38.51,18.57,3.822831050228311,-2312400000.0,-33800000.0
515,6132000.0,5404744.8,0.8814,2.68,9.18,7.090645036693705,-189763000.0,2798000.0
516,24910000.0,14091587.0,0.5657,42.58,0.85,3.7774230568596767,-264513000.0,12236000.0
517,33100000.0,24599920.000000004,0.7432000000000001,12.08,13.6,6.187378212353384,-144742811.0,16438851.0
518,82470000.0,53704464.0,0.6512,5.24,29.64,12.398218755764013,-436234000.0,110636000.0
519,11310000.0,9968634.0,0.8814,2.68,9.18,6.438150832753553,-21439160.0,3829331.0
520,90900000.0,68720400.0,0.7559999999999999,15.91,8.49,1.4475432975360525,-362237000.0,9129000.0
521,33100000.0,24599920.000000004,0.7432000000000001,12.08,13.6,6.187378212353384,-144742811.0,16438851.0
522,54750000.0,38182650.0,0.6974,13.7,16.56,7.440647626784505,-213156521.0,69279584.0
523,15040000.0,9230048.0,0.6137,17.09,21.54,6.73034205053321,-974291000.0,-23561000.0
524,130880000.0,118158464.0,0.9028,7.42,2.3,4.313553113553114,-572599000.0,-6619000.0
525,32850000.0,31243635.0,0.9511,3.01,1.88,2.530009412557016,-40479459.0,2465959.0
526,5745000.0,5624929.5,0.9791,0.0,2.09,6.337504196963668,-94972717.0,8571806.0
527,30320000.0,28261272.0,0.9321,0.78,6.01,0.790114706264545,-203944000.0,13454000.0
528,4974000.0,847072.2000000002,0.1703,73.18,9.79,16.9077380952381,-100900000.0,163700000.0
529,21480000.0,15143400.000000002,0.7050000000000001,6.85,22.65,3.2905713047557383,-184409806.0,4743167.0
530,40330000.0,22024213.0,0.5461,39.7,5.69,3.2599700852723936,-580390000.0,-38636000.0
531,72050000.0,66711094.99999999,0.9259,3.42,3.99,4.347069098022777,-116661000.0,8424000.0
532,80420000.0,62035988.0,0.7714,19.9,2.96,3.2515656966808684,-398106000.0,58077000.0
533,25780000.0,20716808.0,0.8036,9.39,10.25,4.878497473469103,-175525612.0,1181249.0
534,91410000.0,5064114.00000001,0.055400000000000116,92.11,2.35,0.10593204775022956,-2385112000.0,-219431000.0
535,16640000.0,12841088.0,0.7717,13.02,9.81,1.3751051719871321,-340776000.0,-9580000.0
536,61930000.0,44007458.0,0.7106,26.46,2.48,4.871215538847118,-668838000.0,108865000.0
537,24990000.0,24132843.0,0.9657,1.22,2.21,3.796870294057465,-44023191.0,831526.0
538,16640000.0,12841088.0,0.7717,13.02,9.81,1.3751051719871321,-340776000.0,-9580000.0
539,7702000.0,3397352.2,0.4411000000000001,1.27,54.62,7.01887731760729,-8395503.0,3282141.0
540,38850000.0,37602915.0,0.9679,0.84,2.37,,,
541,16379999.0,13408667.1814,0.8186,2.73,15.41,1.3429668191618027,-248630000.0,-2868000.0
542,18670000.0,10051928.0,0.5384,45.31,0.85,3.7774230568596767,-264513000.0,12236000.0
543,5769000.0,3932727.3,0.6817,0.46,31.37,3.331103562407456,-236932000.0,3176000.0
544,24730000.0,20520954.0,0.8298,7.09,9.93,44.91226734348561,-168587000.0,21962000.0
545,47560000.0,27042616.0,0.5686,31.16,11.98,11.429980219037972,-265067000.0,47900000.0
546,91410000.0,5064114.00000001,0.055400000000000116,92.11,2.35,0.10593204775022956,-2385112000.0,-219431000.0
547,40130000.0,38914061.0,0.9697,0.3,2.73,0.13201947014453982,-146194000.0,-29313000.0
548,11030000.0,10478500.0,0.95,1.87,3.13,11.002312891929309,-59911000.0,25158000.0
549,10020000.0,3191369.999999998,0.3184999999999999,0.11,68.04,2.0985645515766,-8417261.0,-9344148.0
550,14750000.0,12962300.0,0.8788,1.34,10.78,2.800053808175876,-174524983.0,1728762.0
551,19640000.0,19359148.0,0.9857,1.43,0.0,0.7542480606837826,-12618666.0,-14424137.0
552,37950000.0,30754680.0,0.8104,13.3,5.66,6.992947301181082,-263140660.0,17728557.0
553,9352000.0,3373266.4000000013,0.3607,54.17,9.76,4.6256141500163785,-322304000.0,19002000.0
554,72050000.0,66775940.0,0.9268,3.43,3.89,4.347069098022777,-116661000.0,8424000.0
555,40130000.0,38914061.0,0.9697,0.3,2.73,0.13201947014453982,-146194000.0,-29313000.0
556,60400000.0,26515600.0,0.439,21.22,34.88,6.839947364775955,-39561000.0,9914000.0
557,8859000.0,7157186.1,0.8079,10.94,8.27,9.701783797248474,-7828948.0,4123043.0
558,78060000.0,23121372.0,0.2962,4.08,66.3,0.4435321179905573,-29361937.0,-1264368.0
559,19640000.0,19359148.0,0.9857,1.43,0.0,0.7542480606837826,-12618666.0,-14424137.0
560,14750000.0,12962300.0,0.8788,1.34,10.78,2.800053808175876,-174524983.0,1728762.0
561,25780000.0,20667826.000000004,0.8017000000000002,9.45,10.38,4.878497473469103,-175525612.0,1181249.0
562,5769000.0,3932727.3,0.6817,0.46,31.37,3.331103562407456,-236932000.0,3176000.0
563,20520000.0,17911908.0,0.8729,11.67,1.04,12.843070692632956,-215161000.0,14217000.0
564,17300000.0,12355659.999999998,0.7142,27.97,0.61,9.505833680125482,-71585003.0,25782040.0
565,10020000.0,3191369.999999998,0.3184999999999999,0.11,68.04,2.0985645515766,-8417261.0,-9344148.0
566,17300000.0,12355659.999999998,0.7142,27.97,0.61,9.505833680125482,-71585003.0,25782040.0
