,Market Capitalization,Current Liabilities,Shares,Cash,Operating Expenses,Current Ratio,PE Ratio,Earnings/Share,Debt/Equity,Debt,Current Debt,Interest Expense,Revenue,Price/Sales
352,27908543.0,60572000.0,100752864.0,11213000.0,11827000.0,0.312,-0.213,-0.29,-1.838,44775000.0,42902000.0,1690000.0,3069000.0,3.3480000000000003
353,45303642.0,4369480.0,27965211.0,3975494.0,2887644.0,2.325,-4.378,-0.11,0.607,285661.0,200823.0,-19044.0,701486.0,16.419
354,118020802.0,47044031.0,70671139.0,24868416.0,7540802.0,0.67,-2.8789999999999996,0.02,-2.451,39020000.0,19620000.0,5563263.0,2614.0,313.4170000000001
355,24242148.0,2946402.0,10143158.0,3760476.0,2188667.0,8.232000000000001,34.143,0.0,0.24100000000000002,3597096.0,919186.0,13676.0,6939318.0,0.752
356,38693774.0,,28038967.0,15566000.0,2800000.0,,-138.0,0.0,8.015,89368000.0,,0.0,2693000.0,3.359
357,60222307.0,101038000.0,45578072.0,33546000.0,60970000.0,1.841,66.065,-0.18,5.77,925727000.0,34925000.0,15657000.0,105854000.0,0.138
358,32421247.0,9044210.0,17245344.0,7107753.0,2060913.0,0.7390000000000001,-3.4810000000000003,-0.13,11.753,38637370.0,2974203.0,979202.0,1426775.0,8.245
359,44825983.0,440121.0,10118732.0,1890866.0,3917602.0,5.987,-5.274,-0.41,0.184,0.0,0.0,0.0,0.0,
360,26640670.0,53134000.0,26683363.0,6000.0,11943000.0,0.785,-0.951,-0.17,1.944,291622000.0,20980000.0,4290000.0,64633000.0,0.105
361,24264503.0,17804000.0,13555588.0,10639000.0,6020000.0,1.047,-2.887,-0.13,2.1069999999999998,2414000.0,744000.0,100000.0,6228000.0,0.9570000000000001
362,22130795.0,2449335.0,4863911.0,6376557.0,3085564.0,4.5,-0.765,-0.4,0.363,4558495.0,623905.0,1560315.0,976824.0,4.218
363,135809428.0,9174000.0,70734077.0,13526000.0,9542000.0,1.9180000000000001,-2.233,0.1,1.859,2313000.0,841000.0,27000.0,3916000.0,13.770999999999999
364,118020802.0,47044031.0,70671139.0,24868416.0,7540802.0,0.67,-2.8789999999999996,0.02,-2.451,39020000.0,19620000.0,5563263.0,2614.0,313.4170000000001
365,60808375.0,36755566.0,162026045.0,2632886.0,80507663.0,0.203,-0.45799999999999996,-0.92,1.995,12145865.0,4372788.0,3660806.0,63393.0,1.364
366,45303642.0,4369480.0,27965211.0,3975494.0,2887644.0,2.325,-4.378,-0.11,0.607,285661.0,200823.0,-19044.0,701486.0,16.419
367,27210221.0,36986000.0,14868973.0,4831000.0,23178000.0,0.317,-0.258,-1.58,-1.9809999999999999,13425000.0,5800000.0,406000.0,0.0,735.4110000000003
368,32698748.0,19833000.0,40368825.0,362000.0,5211000.0,0.11699999999999999,-2.314,-0.1,6.216,2182000.0,1077000.0,97000.0,2688000.0,1.7080000000000002
369,32421247.0,9044210.0,17245344.0,7107753.0,2060913.0,0.7390000000000001,-3.4810000000000003,-0.13,11.753,38637370.0,2974203.0,979202.0,1426775.0,8.245
370,44115082.0,16220000.0,86500160.0,2635000.0,11701000.0,0.242,-0.11800000000000001,2.0,-5.01,15257000.0,3669000.0,848000.0,10846000.0,0.909
371,49925395.0,3922999.0,15361660.0,8996860.0,4887912.0,10.042,-2.031,-0.25,0.188,0.0,0.0,0.0,575801.0,8.606
372,105639882.0,4896000.0,45534432.0,99028000.0,15131000.0,21.468000000000004,-1.357,-0.41,0.051,0.0,0.0,0.0,918000.0,28.79300000000001
373,32698748.0,19833000.0,40368825.0,362000.0,5211000.0,0.11699999999999999,-2.314,-0.1,6.216,2182000.0,1077000.0,97000.0,2688000.0,1.7080000000000002
374,38667647.0,6312076.0,25778431.0,5420708.0,3407505.0,1.187,-3.125,-0.14,4.336,127224.0,121075.0,0.0,685261.0,8.352
375,31808323.0,3629864.0,31493389.0,2836743.0,4447925.0,0.7809999999999999,-1.423,-0.15,0.226,1295412.0,319214.0,3991.0,0.0,
376,65691000.0,48642000.0,35317742.0,44973000.0,6278000.0,2.8280000000000003,-18.6,-0.1,0.516,2296000.0,1342000.0,0.0,14183000.0,0.998
377,22730989.0,7550000.0,5843442.0,8516000.0,5418000.0,1.8630000000000002,-2.372,-0.44,2.241,3199000.0,2604000.0,52000.0,1468000.0,1.931
378,135809428.0,9174000.0,70734077.0,13526000.0,9542000.0,1.9180000000000001,-2.233,0.1,1.859,2313000.0,841000.0,27000.0,3916000.0,13.770999999999999
379,27111986.0,250814000.0,35210371.0,75890000.0,45197000.0,1.4369999999999998,-0.44299999999999995,0.6,21.71,214949000.0,16273000.0,4617000.0,280130000.0,0.047
380,99915389.0,2835463.0,78058898.0,764891.0,5288604.0,0.5539999999999999,-5.332999999999998,-0.07,1.349,3190000.0,0.0,22608.0,479198.0,64.616
381,22730989.0,7550000.0,5843442.0,8516000.0,5418000.0,1.8630000000000002,-2.372,-0.44,2.241,3199000.0,2604000.0,52000.0,1468000.0,1.931
382,38667647.0,6312076.0,25778431.0,5420708.0,3407505.0,1.187,-3.125,-0.14,4.336,127224.0,121075.0,0.0,685261.0,8.352
383,60222307.0,101038000.0,45578072.0,33546000.0,60970000.0,1.841,66.065,-0.18,5.77,925727000.0,34925000.0,15657000.0,105854000.0,0.138
384,37318245.0,8728000.0,35882928.0,9436000.0,5912000.0,4.328,1.926,0.16,0.35700000000000004,2941000.0,774000.0,46000.0,126000.0,66.403
385,30072627.0,14456000.0,128077628.0,6272000.0,4459000.0,0.542,-0.978,-0.03,-3.9760000000000004,2013000.0,656000.0,0.0,4605000.0,3.384
386,46469420.0,8681000.0,18587768.0,16255000.0,7901000.0,4.873,-1.0959999999999999,-0.33,0.835,16356000.0,418000.0,141000.0,884000.0,26.706999999999997
387,60808375.0,36755566.0,162026045.0,2632886.0,80507663.0,0.203,-0.45799999999999996,-0.92,1.995,12145865.0,4372788.0,3660806.0,63393.0,1.364
388,21028491.0,121861000.0,40290640.0,15474000.0,5175000.0,0.551,-1.214,-0.05,-3.4960000000000004,51758000.0,39236000.0,1618000.0,11512000.0,0.48200000000000004
389,21957960.0,3876271.0,54723889.0,1256739.0,1511443.0,0.46399999999999997,-20.063,-0.01,1.746,2504743.0,850402.0,27234.0,1168734.0,4.896
390,22233042.0,2015083.0,24431914.0,5663833.0,1424158.0,3.0989999999999998,-2.844,-0.06,0.46,138538.0,138538.0,0.0,0.0,
391,38693774.0,,28038967.0,15566000.0,2800000.0,,-138.0,0.0,8.015,89368000.0,,0.0,2693000.0,3.359
392,146623663.0,10533608.0,54710322.0,41897144.0,17267929.0,7.577000000000001,-1.74,-0.33,0.155,0.0,0.0,0.0,0.0,
393,23881122.0,810614.0,9256249.0,4070812.0,1289864.0,5.312,-0.565,-0.28,0.223,0.0,0.0,126.0,413458.0,45.622
394,60808375.0,36755566.0,162026045.0,2632886.0,80507663.0,0.203,-0.45799999999999996,-0.92,1.995,12145865.0,4372788.0,3660806.0,63393.0,1.364
395,26640670.0,53134000.0,26683363.0,6000.0,11943000.0,0.785,-0.951,-0.17,1.944,291622000.0,20980000.0,4290000.0,64633000.0,0.105
396,38693774.0,,28038967.0,15566000.0,2800000.0,,-138.0,0.0,8.015,89368000.0,,0.0,2693000.0,3.359
397,46469420.0,8681000.0,18587768.0,16255000.0,7901000.0,4.873,-1.0959999999999999,-0.33,0.835,16356000.0,418000.0,141000.0,884000.0,26.706999999999997
398,21028491.0,121861000.0,40290640.0,15474000.0,5175000.0,0.551,-1.214,-0.05,-3.4960000000000004,51758000.0,39236000.0,1618000.0,11512000.0,0.48200000000000004
399,60222307.0,101038000.0,45578072.0,33546000.0,60970000.0,1.841,66.065,-0.18,5.77,925727000.0,34925000.0,15657000.0,105854000.0,0.138
400,46469420.0,8681000.0,18587768.0,16255000.0,7901000.0,4.873,-1.0959999999999999,-0.33,0.835,16356000.0,418000.0,141000.0,884000.0,26.706999999999997
401,60808375.0,36755566.0,162026045.0,2632886.0,80507663.0,0.203,-0.45799999999999996,-0.92,1.995,12145865.0,4372788.0,3660806.0,63393.0,1.364
402,56353540.0,83147000.0,31307522.0,1931000.0,44855000.0,0.647,-0.8140000000000001,-2.23,-4.638,16780000.0,16780000.0,225000.0,-14467000.0,0.439
403,23881122.0,810614.0,9256249.0,4070812.0,1289864.0,5.312,-0.565,-0.28,0.223,0.0,0.0,126.0,413458.0,45.622
404,179754006.0,34943000.0,86420195.0,90172000.0,19224000.0,2.766,-1.705,-0.28,10.857999999999999,18905000.0,18905000.0,335000.0,0.0,
405,67289622.0,134057000.0,29774169.0,13522000.0,15393000.0,1.484,12.556,0.09,1.744,102249000.0,13781000.0,1402000.0,166620000.0,0.092
406,156721221.0,23332000.0,30255062.0,13762000.0,5836000.0,1.831,12.95,0.08,0.815,938000.0,56000.0,38000.0,34249000.0,1.063
407,28518399.0,24627411.0,23934871.0,12803036.0,8246002.0,0.633,-1.295,-0.13,0.613,13833616.0,13833616.0,678684.0,6457060.0,1.094
408,75954545.0,41312000.0,58879492.0,14200000.0,9973000.0,0.47100000000000003,-1.72,-0.15,-30.115,15837000.0,3374000.0,890000.0,9699000.0,2.001
409,21639112.0,6065636.0,9835960.0,373689.0,2122016.0,0.425,-2.6189999999999998,-0.16,1.246,8381519.0,2545235.0,68198.0,4243539.0,1.431
410,60222307.0,101038000.0,45578072.0,33546000.0,60970000.0,1.841,66.065,-0.18,5.77,925727000.0,34925000.0,15657000.0,105854000.0,0.138
411,26002389.0,10180000.0,53066099.0,24846000.0,10951000.0,2.9210000000000003,-0.366,-0.32,0.9209999999999999,8304000.0,3976000.0,170000.0,880000.0,5.829
412,36017506.0,4468907.0,34632217.0,21684089.0,9509277.0,4.967,-0.8190000000000001,-0.29,0.309,2124484.0,722291.0,0.0,45643.0,179.959
413,26640670.0,53134000.0,26683363.0,6000.0,11943000.0,0.785,-0.951,-0.17,1.944,291622000.0,20980000.0,4290000.0,64633000.0,0.105
414,38693774.0,,28038967.0,15566000.0,2800000.0,,-138.0,0.0,8.015,89368000.0,,0.0,2693000.0,3.359
415,67466676.0,8919177.0,45585592.0,4173551.0,6144582.0,1.334,-4.353,-0.07,2.0069999999999997,2971710.0,2971710.0,110797.0,8455030.0,1.821
416,56894486.0,22432000.0,41528822.0,35937000.0,17621000.0,3.736,-0.35100000000000003,-0.44,0.406,637000.0,637000.0,0.0,1095000.0,13.46
417,24760401.0,3299346.0,13039339.0,143088.0,1642110.0,0.552,-3.6519999999999997,-0.25,0.491,2144762.0,2144762.0,41201.0,89168.0,60.715
418,32698748.0,19833000.0,40368825.0,362000.0,5211000.0,0.11699999999999999,-2.314,-0.1,6.216,2182000.0,1077000.0,97000.0,2688000.0,1.7080000000000002
419,60222307.0,101038000.0,45578072.0,33546000.0,60970000.0,1.841,66.065,-0.18,5.77,925727000.0,34925000.0,15657000.0,105854000.0,0.138
420,27111986.0,250814000.0,35210371.0,75890000.0,45197000.0,1.4369999999999998,-0.44299999999999995,0.6,21.71,214949000.0,16273000.0,4617000.0,280130000.0,0.047
421,95189700.0,1909832.0,11305190.0,2391732.0,1126864.0,3.005,-31.185,-0.09,0.755,1624358.0,0.0,5.0,1176889.0,18.543
422,31458675.0,11643000.0,17574679.0,11232000.0,13558000.0,5.729,-0.51,-0.59,0.307,3657000.0,1944000.0,0.0,887000.0,8.805
423,22130795.0,2449335.0,4863911.0,6376557.0,3085564.0,4.5,-0.765,-0.4,0.363,4558495.0,623905.0,1560315.0,976824.0,4.218
424,75692260.0,64588000.0,14500433.0,8249000.0,22260000.0,1.588,4.21,1.41,1.072,15655000.0,15655000.0,334000.0,101764000.0,0.32299999999999995
425,21957960.0,3876271.0,54723889.0,1256739.0,1511443.0,0.46399999999999997,-20.063,-0.01,1.746,2504743.0,850402.0,27234.0,1168734.0,4.896
426,39887635.0,2286000.0,52140699.0,7518000.0,48327000.0,3.622,-0.507,-1.5,0.11,817000.0,280000.0,3000.0,402000.0,6.077000000000001
427,102134495.0,1387000.0,24729902.0,23081000.0,1576000.0,16.834,-15.296,-0.09,0.063,90000.0,90000.0,0.0,0.0,
428,23426000.0,164606369.0,45050000.0,4685741.0,789007.0,0.5589999999999999,8.667,-0.01,1.1840000000000002,109643026.0,91958515.0,17253.0,2304244.0,0.6779999999999999
429,21028491.0,121861000.0,40290640.0,15474000.0,5175000.0,0.551,-1.214,-0.05,-3.4960000000000004,51758000.0,39236000.0,1618000.0,11512000.0,0.48200000000000004
430,32421247.0,9044210.0,17245344.0,7107753.0,2060913.0,0.7390000000000001,-3.4810000000000003,-0.13,11.753,38637370.0,2974203.0,979202.0,1426775.0,8.245
431,28260717.0,704162.0,8859159.0,3827050.0,1209704.0,6.855,-1.34,-0.15,0.20199999999999999,218145.0,66631.0,0.0,107800.0,44.405
432,27908543.0,60572000.0,100752864.0,11213000.0,11827000.0,0.312,-0.213,-0.29,-1.838,44775000.0,42902000.0,1690000.0,3069000.0,3.3480000000000003
433,173886952.0,642900000.0,242182385.0,70300000.0,154400000.0,1.084,0.446,1.54,0.948,1984000000.0,354300000.0,34200000.0,225800000.0,0.151
434,51752913.0,694927000.0,94491352.0,34917000.0,520145000.0,1.287,-0.096,-2.89,5.7810000000000015,2580523000.0,355801000.0,26042000.0,731551000.0,0.022000000000000002
435,32698748.0,19833000.0,40368825.0,362000.0,5211000.0,0.11699999999999999,-2.314,-0.1,6.216,2182000.0,1077000.0,97000.0,2688000.0,1.7080000000000002
436,157001783.0,550414000.0,91813908.0,8652000.0,250470000.0,0.601,-0.648,-1.61,0.897,2831607000.0,0.0,45773000.0,380601000.0,0.1
437,56353540.0,83147000.0,31307522.0,1931000.0,44855000.0,0.647,-0.8140000000000001,-2.23,-4.638,16780000.0,16780000.0,225000.0,-14467000.0,0.439
438,44115082.0,16220000.0,86500160.0,2635000.0,11701000.0,0.242,-0.11800000000000001,2.0,-5.01,15257000.0,3669000.0,848000.0,10846000.0,0.909
439,45303642.0,4369480.0,27965211.0,3975494.0,2887644.0,2.325,-4.378,-0.11,0.607,285661.0,200823.0,-19044.0,701486.0,16.419
440,22805085.0,6685000.0,4561017.0,4157000.0,3827000.0,1.475,-1.4880000000000002,-1.36,37.041,5692000.0,0.0,948000.0,1722000.0,1.7480000000000002
441,44115082.0,16220000.0,86500160.0,2635000.0,11701000.0,0.242,-0.11800000000000001,2.0,-5.01,15257000.0,3669000.0,848000.0,10846000.0,0.909
442,21957960.0,3876271.0,54723889.0,1256739.0,1511443.0,0.46399999999999997,-20.063,-0.01,1.746,2504743.0,850402.0,27234.0,1168734.0,4.896
443,75954545.0,41312000.0,58879492.0,14200000.0,9973000.0,0.47100000000000003,-1.72,-0.15,-30.115,15837000.0,3374000.0,890000.0,9699000.0,2.001
444,21028491.0,121861000.0,40290640.0,15474000.0,5175000.0,0.551,-1.214,-0.05,-3.4960000000000004,51758000.0,39236000.0,1618000.0,11512000.0,0.48200000000000004
445,26935554.0,6541000.0,36582309.0,16399000.0,10460000.0,3.823,-0.759,-0.26,-2.035,166000.0,166000.0,0.0,3287000.0,2.6919999999999997
446,83596125.0,14692379.0,7932977.0,163211.0,663593.0,0.018000000000000002,-15.054,-0.08,-1.165,8317734.0,8317734.0,0.0,0.0,
447,45094176.0,6959000.0,15657700.0,11327000.0,8499000.0,1.8840000000000001,-1.263,-0.52,1.2819999999999998,2602000.0,237000.0,0.0,497000.0,13.345
448,37341639.0,4938541.0,11930236.0,2708223.0,2966092.0,1.35,-0.406,5.62,1.4269999999999998,3159987.0,1970043.0,44877.0,820674.0,10.673
449,21503248.0,13204000.0,27413626.0,8307000.0,2192000.0,1.855,-15.687999999999999,0.03,1.045,2499000.0,1041000.0,19000.0,16688000.0,0.381
450,157001783.0,550414000.0,91813908.0,8652000.0,250470000.0,0.601,-0.648,-1.61,0.897,2831607000.0,0.0,45773000.0,380601000.0,0.1
451,23752921.0,64800000.0,24742626.0,123500000.0,22400000.0,3.5260000000000002,-0.222,-1.08,0.997,243000000.0,0.0,7500000.0,98800000.0,0.044000000000000004
452,187551142.0,1090095.0,46308924.0,8626677.0,2818483.0,8.314,-57.857,-0.04,0.040999999999999995,1930982.0,261127.0,0.0,0.0,
453,173886952.0,642900000.0,242182385.0,70300000.0,154400000.0,1.084,0.446,1.54,0.948,1984000000.0,354300000.0,34200000.0,225800000.0,0.151
454,84352987.0,116188000.0,14224787.0,33065000.0,15066000.0,0.797,-1.739,-1.02,-7.274,163347000.0,13162000.0,3696000.0,42709000.0,0.483
455,45094176.0,6959000.0,15657700.0,11327000.0,8499000.0,1.8840000000000001,-1.263,-0.52,1.2819999999999998,2602000.0,237000.0,0.0,497000.0,13.345
456,196890074.0,12659000.0,49594477.0,15875000.0,12872000.0,2.0869999999999997,-1.995,-0.16,0.81,197000.0,197000.0,0.0,0.0,
457,21028491.0,121861000.0,40290640.0,15474000.0,5175000.0,0.551,-1.214,-0.05,-3.4960000000000004,51758000.0,39236000.0,1618000.0,11512000.0,0.48200000000000004
458,99915389.0,2835463.0,78058898.0,764891.0,5288604.0,0.5539999999999999,-5.332999999999998,-0.07,1.349,3190000.0,0.0,22608.0,479198.0,64.616
459,51752913.0,694927000.0,94491352.0,34917000.0,520145000.0,1.287,-0.096,-2.89,5.7810000000000015,2580523000.0,355801000.0,26042000.0,731551000.0,0.022000000000000002
460,114238663.0,,101998806.0,398207000.0,88562000.0,,-0.7090000000000001,-0.39,16.194000000000006,4159788000.0,,61492000.0,354656000.0,0.076
461,27908543.0,60572000.0,100752864.0,11213000.0,11827000.0,0.312,-0.213,-0.29,-1.838,44775000.0,42902000.0,1690000.0,3069000.0,3.3480000000000003
462,51752913.0,694927000.0,94491352.0,34917000.0,520145000.0,1.287,-0.096,-2.89,5.7810000000000015,2580523000.0,355801000.0,26042000.0,731551000.0,0.022000000000000002
463,44115082.0,16220000.0,86500160.0,2635000.0,11701000.0,0.242,-0.11800000000000001,2.0,-5.01,15257000.0,3669000.0,848000.0,10846000.0,0.909
464,173886952.0,642900000.0,242182385.0,70300000.0,154400000.0,1.084,0.446,1.54,0.948,1984000000.0,354300000.0,34200000.0,225800000.0,0.151
465,71782343.0,12907752.0,29662125.0,44425830.0,12895514.0,5.824,-1.08,-0.47,0.5710000000000001,14754540.0,226328.0,544080.0,0.0,
466,73987318.0,43149000.0,30700132.0,13380000.0,36094000.0,0.643,-4.463,-0.28,1.2109999999999999,79184000.0,9320000.0,1962000.0,95149000.0,0.23399999999999999
467,44115082.0,16220000.0,86500160.0,2635000.0,11701000.0,0.242,-0.11800000000000001,2.0,-5.01,15257000.0,3669000.0,848000.0,10846000.0,0.909
468,75954545.0,41312000.0,58879492.0,14200000.0,9973000.0,0.47100000000000003,-1.72,-0.15,-30.115,15837000.0,3374000.0,890000.0,9699000.0,2.001
469,21028491.0,121861000.0,40290640.0,15474000.0,5175000.0,0.551,-1.214,-0.05,-3.4960000000000004,51758000.0,39236000.0,1618000.0,11512000.0,0.48200000000000004
470,37341639.0,4938541.0,11930236.0,2708223.0,2966092.0,1.35,-0.406,5.62,1.4269999999999998,3159987.0,1970043.0,44877.0,820674.0,10.673
471,102134495.0,1387000.0,24729902.0,23081000.0,1576000.0,16.834,-15.296,-0.09,0.063,90000.0,90000.0,0.0,0.0,
472,28032833.0,96181000.0,38228328.0,22179000.0,24586000.0,0.5670000000000001,-1.3840000000000001,-0.17,3.133,19697000.0,7331000.0,207000.0,43400000.0,0.163
473,32421247.0,9044210.0,17245344.0,7107753.0,2060913.0,0.7390000000000001,-3.4810000000000003,-0.13,11.753,38637370.0,2974203.0,979202.0,1426775.0,8.245
474,68252666.0,9107000.0,97727185.0,33614000.0,6501000.0,4.1160000000000005,-2.5869999999999997,-0.07,0.562,12841000.0,5037000.0,117000.0,31000.0,2201.699
475,93255123.0,,63438859.0,131000000.0,123400000.0,,-1.564,-0.28,-15.552,877500000.0,,23800000.0,290900000.0,0.07400000000000001
476,59244647.0,34213000.0,30538478.0,27909000.0,13152000.0,1.05,-0.843,0.27,-258.403,1019000.0,162000.0,0.0,0.0,40.915
477,49996843.0,1125516.0,21007077.0,2821882.0,2629869.0,5.2139999999999995,-5.064,-0.13,0.214,94219.0,53384.0,0.0,0.0,199.987
478,69877859.0,10300000.0,52147656.0,25008000.0,12156000.0,6.881,-1.155,-0.23,0.358,0.0,0.0,0.0,0.0,13.975999999999999
479,49925395.0,3922999.0,15361660.0,8996860.0,4887912.0,10.042,-2.031,-0.25,0.188,0.0,0.0,0.0,575801.0,8.606
480,58206189.0,18488000.0,73678720.0,31144000.0,9474000.0,1.9240000000000002,-1.145,-0.14,1.197,9267000.0,4812000.0,199000.0,0.0,17.401
481,28518399.0,24627411.0,23934871.0,12803036.0,8246002.0,0.633,-1.295,-0.13,0.613,13833616.0,13833616.0,678684.0,6457060.0,1.094
482,83619203.0,22039000.0,16080616.0,23457000.0,11498000.0,1.682,-520.0,-0.52,4.5,14516000.0,10314000.0,315000.0,784000.0,2.99
483,28315022.0,7894457.0,29257101.0,6875273.0,4872666.0,2.057,-1.2570000000000001,-0.1,1.629,11335127.0,2227961.0,343603.0,125000.0,56.63
484,51752913.0,694927000.0,94491352.0,34917000.0,520145000.0,1.287,-0.096,-2.89,5.7810000000000015,2580523000.0,355801000.0,26042000.0,731551000.0,0.022000000000000002
485,138837770.0,12160459.0,57609033.0,3626973.0,-5245640.0,1.4580000000000002,-8.607000000000001,0.03,0.72,0.0,0.0,-613624.0,-8723772.0,20.566999999999997
486,32698748.0,19833000.0,40368825.0,362000.0,5211000.0,0.11699999999999999,-2.314,-0.1,6.216,2182000.0,1077000.0,97000.0,2688000.0,1.7080000000000002
487,37404559.0,35390000.0,49055159.0,656000.0,4769000.0,0.302,-1.2919999999999998,-0.11,-2.062,20068000.0,14632000.0,457000.0,686000.0,0.825
488,21661960.0,127468000.0,8949744.0,10287000.0,54286000.0,1.263,-0.321,-2.34,10.38,69664000.0,3418000.0,1169000.0,123639000.0,0.043
489,104927784.0,17034000.0,37208434.0,9297000.0,15836000.0,2.6210000000000004,-11.75,0.0,0.46,4348000.0,0.0,0.0,19313000.0,1.5619999999999998
490,21957960.0,3876271.0,54723889.0,1256739.0,1511443.0,0.46399999999999997,-20.063,-0.01,1.746,2504743.0,850402.0,27234.0,1168734.0,4.896
491,37404559.0,35390000.0,49055159.0,656000.0,4769000.0,0.302,-1.2919999999999998,-0.11,-2.062,20068000.0,14632000.0,457000.0,686000.0,0.825
492,196890074.0,12659000.0,49594477.0,15875000.0,12872000.0,2.0869999999999997,-1.995,-0.16,0.81,197000.0,197000.0,0.0,0.0,
493,102134495.0,1387000.0,24729902.0,23081000.0,1576000.0,16.834,-15.296,-0.09,0.063,90000.0,90000.0,0.0,0.0,
494,44115082.0,16220000.0,86500160.0,2635000.0,11701000.0,0.242,-0.11800000000000001,2.0,-5.01,15257000.0,3669000.0,848000.0,10846000.0,0.909
495,32698748.0,19833000.0,40368825.0,362000.0,5211000.0,0.11699999999999999,-2.314,-0.1,6.216,2182000.0,1077000.0,97000.0,2688000.0,1.7080000000000002
496,32698748.0,19833000.0,40368825.0,362000.0,5211000.0,0.11699999999999999,-2.314,-0.1,6.216,2182000.0,1077000.0,97000.0,2688000.0,1.7080000000000002
497,22130795.0,2449335.0,4863911.0,6376557.0,3085564.0,4.5,-0.765,-0.4,0.363,4558495.0,623905.0,1560315.0,976824.0,4.218
498,21028491.0,121861000.0,40290640.0,15474000.0,5175000.0,0.551,-1.214,-0.05,-3.4960000000000004,51758000.0,39236000.0,1618000.0,11512000.0,0.48200000000000004
499,71782343.0,12907752.0,29662125.0,44425830.0,12895514.0,5.824,-1.08,-0.47,0.5710000000000001,14754540.0,226328.0,544080.0,0.0,
500,22233042.0,2015083.0,24431914.0,5663833.0,1424158.0,3.0989999999999998,-2.844,-0.06,0.46,138538.0,138538.0,0.0,0.0,
501,44825983.0,440121.0,10118732.0,1890866.0,3917602.0,5.987,-5.274,-0.41,0.184,0.0,0.0,0.0,0.0,
502,135809428.0,9174000.0,70734077.0,13526000.0,9542000.0,1.9180000000000001,-2.233,0.1,1.859,2313000.0,841000.0,27000.0,3916000.0,13.770999999999999
503,73520336.0,19274000.0,28061197.0,48350000.0,16771000.0,5.6,-1.33,-0.58,1.324,25039000.0,2962000.0,0.0,439000.0,4.7860000000000005
504,36017506.0,4468907.0,34632217.0,21684089.0,9509277.0,4.967,-0.8190000000000001,-0.29,0.309,2124484.0,722291.0,0.0,45643.0,179.959
505,44825983.0,440121.0,10118732.0,1890866.0,3917602.0,5.987,-5.274,-0.41,0.184,0.0,0.0,0.0,0.0,
506,48944783.0,6441680.0,17733617.0,18271352.0,5894501.0,5.002,-3.407,-0.23,1.319,25576142.0,790437.0,663463.0,6850741.0,1.42
507,102134495.0,1387000.0,24729902.0,23081000.0,1576000.0,16.834,-15.296,-0.09,0.063,90000.0,90000.0,0.0,0.0,
508,28032833.0,96181000.0,38228328.0,22179000.0,24586000.0,0.5670000000000001,-1.3840000000000001,-0.17,3.133,19697000.0,7331000.0,207000.0,43400000.0,0.163
509,67516625.0,6991000.0,17861541.0,7871000.0,6390000.0,2.75,-1.673,-0.4,0.563,2003000.0,964000.0,2000.0,23000.0,2935.505
510,20298168.0,,6226432.0,53283.0,736009.0,,-3.9760000000000004,-0.52,-1.032,3356054.0,,1550418.0,0.0,
511,96435443.0,17636000.0,68882459.0,24869000.0,30544000.0,11.505999999999998,-0.915,-0.43,0.10400000000000001,1743000.0,0.0,0.0,0.0,
512,37404559.0,35390000.0,49055159.0,656000.0,4769000.0,0.302,-1.2919999999999998,-0.11,-2.062,20068000.0,14632000.0,457000.0,686000.0,0.825
513,23995727.0,3369000.0,31034308.0,7440000.0,3239736.0,3.748,-0.758,-0.09,0.158,368000.0,368000.0,2689.0,1200525.0,3.51
514,59533931.0,652000000.0,36081170.0,109200000.0,87600000.0,0.948,-0.527,-0.45,-5.151,1229300000.0,124900000.0,28100000.0,1159500000.0,0.012
515,62795704.0,7584000.0,6132393.0,9977000.0,4315000.0,1.369,-3.471,-0.85,2.65,2317000.0,658000.0,0.0,0.0,
516,67516625.0,6991000.0,17861541.0,7871000.0,6390000.0,2.75,-1.673,-0.4,0.563,2003000.0,964000.0,2000.0,23000.0,2935.505
517,30478330.0,2634657.0,33128620.0,10606091.0,5256725.0,7.239,-0.9790000000000001,-0.32,0.174,2096190.0,524825.0,0.0,1952489.0,4.569
518,89442981.0,45616000.0,78458755.0,153432000.0,37951000.0,3.425,-1.5619999999999998,-0.27,5.87,110152000.0,9004000.0,3106000.0,11130000.0,2.4419999999999997
519,95189700.0,1909832.0,11305190.0,2391732.0,1126864.0,3.005,-31.185,-0.09,0.755,1624358.0,0.0,5.0,1176889.0,18.543
520,42220896.0,31988000.0,76598143.0,29317000.0,62109000.0,1.285,-0.138,-0.23,6.813,126856000.0,3612000.0,2838000.0,43100000.0,0.22
521,30478330.0,2634657.0,33128620.0,10606091.0,5256725.0,7.239,-0.9790000000000001,-0.32,0.174,2096190.0,524825.0,0.0,1952489.0,4.569
522,146623663.0,10533608.0,54710322.0,41897144.0,17267929.0,7.577000000000001,-1.74,-0.33,0.155,0.0,0.0,0.0,0.0,
523,84352987.0,116188000.0,14224787.0,33065000.0,15066000.0,0.797,-1.739,-1.02,-7.274,163347000.0,13162000.0,3696000.0,42709000.0,0.483
524,30072627.0,14456000.0,128077628.0,6272000.0,4459000.0,0.542,-0.978,-0.03,-3.9760000000000004,2013000.0,656000.0,0.0,4605000.0,3.384
525,77854123.0,510684.0,32849841.0,2002492.0,2427254.0,5.829,-3.591,-0.13,0.16899999999999998,0.0,0.0,0.0,0.0,
526,22130795.0,2449335.0,4863911.0,6376557.0,3085564.0,4.5,-0.765,-0.4,0.363,4558495.0,623905.0,1560315.0,976824.0,4.218
