,Stock,Date
588,MEDS,2020-04-01 09:30:00-04:00
589,DTSS,2020-04-01 09:30:00-04:00
590,BIMI,2020-04-01 09:30:00-04:00
591,CEMI,2020-04-01 09:30:00-04:00
592,VXRT,2020-03-31 09:30:00-04:00
593,EYEG,2020-03-31 09:30:00-04:00
594,THMO,2020-03-31 09:30:00-04:00
595,ALT,2020-03-30 09:30:00-04:00
596,THMO,2020-03-30 09:30:00-04:00
597,BLPH,2020-03-30 09:30:00-04:00
598,WORX,2020-03-27 09:30:00-04:00
599,BIMI,2020-03-27 09:30:00-04:00
600,BSGM,2020-03-26 09:30:00-04:00
601,VXRT,2020-03-26 09:30:00-04:00
602,VBLT,2020-03-26 09:30:00-04:00
603,NBEV,2020-03-26 09:30:00-04:00
604,CTSO,2020-03-25 09:30:00-04:00
605,BMRA,2020-03-25 09:30:00-04:00
606,BSGM,2020-03-25 09:30:00-04:00
607,GNPX,2020-03-24 09:30:00-04:00
608,SNGX,2020-03-24 09:30:00-04:00
609,THMO,2020-03-24 09:30:00-04:00
610,IMAC,2020-03-24 09:30:00-04:00
611,MTBC,2020-03-24 09:30:00-04:00
612,ATHX,2020-03-24 09:30:00-04:00
613,SNGX,2020-03-23 09:30:00-04:00
614,APRN,2020-03-23 09:30:00-04:00
615,PULM,2020-03-23 09:30:00-04:00
616,WTRH,2020-03-23 09:30:00-04:00
617,HOTH,2020-03-23 09:30:00-04:00
618,ADMA,2020-03-23 09:30:00-04:00
619,MEDS,2020-03-23 09:30:00-04:00
620,BLPH,2020-03-20 09:30:00-04:00
621,BIMI,2020-03-20 09:30:00-04:00
622,CEMI,2020-03-20 09:30:00-04:00
623,BIMI,2020-03-19 09:30:00-04:00
624,APRN,2020-03-19 09:30:00-04:00
625,BMRA,2020-03-19 09:30:00-04:00
626,SNGX,2020-03-19 09:30:00-04:00
627,OPGN,2020-03-19 09:30:00-04:00
628,WTRH,2020-03-19 09:30:00-04:00
629,VXRT,2020-03-18 09:30:00-04:00
630,MGI,2020-03-18 09:30:00-04:00
631,BMRA,2020-03-18 09:30:00-04:00
632,APRN,2020-03-18 09:30:00-04:00
633,ATHX,2020-03-17 09:30:00-04:00
634,OBCI,2020-03-16 09:30:00-04:00
635,OPGN,2020-03-16 09:30:00-04:00
636,EXPR,2020-03-13 09:30:00-04:00
637,GNPX,2020-03-13 09:30:00-04:00
638,OSTK,2020-03-13 09:30:00-04:00
639,LJPC,2020-03-13 09:30:00-04:00
640,ZAGG,2020-03-13 09:30:00-04:00
641,PSTI,2020-03-12 09:30:00-04:00
642,ENZ,2020-03-12 09:30:00-04:00
643,CEMI,2020-03-12 09:30:00-04:00
644,OPGN,2020-03-11 09:30:00-04:00
645,GNPX,2020-03-10 09:30:00-04:00
646,COCP,2020-03-10 09:30:00-04:00
647,ENZ,2020-03-09 09:30:00-04:00
648,LPTH,2020-03-09 09:30:00-04:00
649,COCP,2020-03-09 09:30:00-04:00
650,BIMI,2020-03-06 09:30:00-05:00
651,ENZ,2020-03-06 09:30:00-05:00
652,RIOT,2020-03-05 09:30:00-05:00
653,COCP,2020-03-04 09:30:00-05:00
654,ZSAN,2020-03-04 09:30:00-05:00
655,CLSK,2020-03-03 09:30:00-05:00
656,WATT,2020-03-03 09:30:00-05:00
657,COCP,2020-03-02 09:30:00-05:00
658,TNXP,2020-03-02 09:30:00-05:00
659,BIMI,2020-03-02 09:30:00-05:00
660,ALT,2020-03-02 09:30:00-05:00
661,OPGN,2020-03-02 09:30:00-05:00
662,VXRT,2020-02-28 09:30:00-05:00
663,TNXP,2020-02-28 09:30:00-05:00
664,LAKE,2020-02-28 09:30:00-05:00
665,COCP,2020-02-28 09:30:00-05:00
666,OPGN,2020-02-28 09:30:00-05:00
667,OBCI,2020-02-28 09:30:00-05:00
668,ATHX,2020-02-28 09:30:00-05:00
669,VXRT,2020-02-27 09:30:00-05:00
670,OPGN,2020-02-27 09:30:00-05:00
671,TNXP,2020-02-27 09:30:00-05:00
672,AEMD,2020-02-27 09:30:00-05:00
673,COCP,2020-02-25 09:30:00-05:00
674,ENLV,2020-02-24 09:30:00-05:00
675,AVEO,2020-02-20 09:30:00-05:00
676,GNPX,2020-02-19 09:30:00-05:00
677,BLPH,2020-02-18 09:30:00-05:00
678,BLNK,2020-02-14 09:30:00-05:00
679,SNGX,2020-02-13 09:30:00-05:00
680,WORX,2020-02-13 09:30:00-05:00
681,HOTH,2020-02-12 09:30:00-05:00
682,DTSS,2020-02-12 09:30:00-05:00
683,GNPX,2020-02-11 09:30:00-05:00
684,ASRT,2020-02-07 09:30:00-05:00
685,MGEN,2020-02-03 09:30:00-05:00
686,CTIC,2020-02-03 09:30:00-05:00
687,BIMI,2020-02-03 09:30:00-05:00
688,VXRT,2020-02-03 09:30:00-05:00
689,BIMI,2020-01-31 09:30:00-05:00
690,RIOT,2020-01-30 09:30:00-05:00
691,MGEN,2020-01-30 09:30:00-05:00
692,OPGN,2020-01-30 09:30:00-05:00
693,GNPX,2020-01-29 09:30:00-05:00
694,CTSO,2020-01-29 09:30:00-05:00
695,LEE,2020-01-29 09:30:00-05:00
696,BIMI,2020-01-29 09:30:00-05:00
697,AEMD,2020-01-29 09:30:00-05:00
698,OPGN,2020-01-28 09:30:00-05:00
699,CLSD,2020-01-28 09:30:00-05:00
700,OBCI,2020-01-28 09:30:00-05:00
701,CTSO,2020-01-28 09:30:00-05:00
702,GNPX,2020-01-28 09:30:00-05:00
703,AEMD,2020-01-27 09:30:00-05:00
704,TNXP,2020-01-24 09:30:00-05:00
705,ALT,2020-01-23 09:30:00-05:00
706,GNPX,2020-01-22 09:30:00-05:00
707,OSS,2020-01-22 09:30:00-05:00
708,AEMD,2020-01-21 09:30:00-05:00
709,INFI,2020-01-21 09:30:00-05:00
710,GNPX,2020-01-21 09:30:00-05:00
711,EVOK,2020-01-21 09:30:00-05:00
712,IMBI,2020-01-17 09:30:00-05:00
713,ASRT,2020-01-13 09:30:00-05:00
714,DARE,2020-01-13 09:30:00-05:00
715,ACRS,2020-01-10 09:30:00-05:00
716,TNXP,2020-01-07 09:30:00-05:00
717,TYME,2020-01-07 09:30:00-05:00
718,ADXS,2020-01-07 09:30:00-05:00
719,LIFE,2020-01-06 09:30:00-05:00
720,SAVA,2020-01-06 09:30:00-05:00
721,PULM,2020-01-06 09:30:00-05:00
722,LPTX,2020-01-03 09:30:00-05:00
723,WATT,2020-01-02 09:30:00-05:00
724,PULM,2020-01-02 09:30:00-05:00
725,ADMS,2020-01-02 09:30:00-05:00
726,SAVA,2020-01-02 09:30:00-05:00
727,SVRA,2019-12-30 09:30:00-05:00
728,ASRT,2019-12-26 09:30:00-05:00
729,SAVA,2019-12-24 09:30:00-05:00
730,SLNO,2019-12-24 09:30:00-05:00
731,FBIO,2019-12-23 09:30:00-05:00
732,MBOT,2019-12-23 09:30:00-05:00
733,SLNO,2019-12-23 09:30:00-05:00
734,CBIO,2019-12-19 09:30:00-05:00
735,SELB,2019-12-19 09:30:00-05:00
736,SLDB,2019-12-18 09:30:00-05:00
737,PTI,2019-12-17 09:30:00-05:00
738,ASRT,2019-12-16 09:30:00-05:00
739,LMPX,2019-12-16 09:30:00-05:00
740,TNXP,2019-12-12 09:30:00-05:00
741,MRNS,2019-12-11 09:30:00-05:00
742,PTI,2019-12-11 09:30:00-05:00
743,ABEO,2019-12-09 09:30:00-05:00
744,SAVA,2019-12-06 09:30:00-05:00
745,CRIS,2019-12-06 09:30:00-05:00
746,IMAC,2019-12-05 09:30:00-05:00
747,ALDX,2019-12-03 09:30:00-05:00
748,ORMP,2019-12-02 09:30:00-05:00
749,EVFM,2019-12-02 09:30:00-05:00
750,BIMI,2019-12-02 09:30:00-05:00
751,BPTH,2019-11-26 09:30:00-05:00
752,LJPC,2019-11-25 09:30:00-05:00
753,WKHS,2019-11-22 09:30:00-05:00
754,EYEG,2019-11-22 09:30:00-05:00
755,BPTH,2019-11-21 09:30:00-05:00
756,ARAV,2019-11-20 09:30:00-05:00
757,ORMP,2019-11-12 09:30:00-05:00
758,SNCR,2019-11-12 09:30:00-05:00
759,ENG,2019-11-08 09:30:00-05:00
760,BNGO,2019-11-07 09:30:00-05:00
761,OESX,2019-11-06 09:30:00-05:00
762,FPAY,2019-11-05 09:30:00-05:00
763,ENLV,2019-11-04 09:30:00-05:00
764,BIMI,2019-11-01 09:30:00-04:00
765,CNET,2019-10-28 09:30:00-04:00
766,OPGN,2019-10-23 09:30:00-04:00
767,ETON,2019-10-22 09:30:00-04:00
768,BIMI,2019-10-21 09:30:00-04:00
769,BNGO,2019-10-18 09:30:00-04:00
770,MRNS,2019-10-18 09:30:00-04:00
771,REKR,2019-10-17 09:30:00-04:00
772,BNGO,2019-10-17 09:30:00-04:00
773,DTSS,2019-10-16 09:30:00-04:00
774,BIMI,2019-10-15 09:30:00-04:00
775,ONCS,2019-10-10 09:30:00-04:00
776,OCGN,2019-10-09 09:30:00-04:00
777,XELA,2019-10-04 09:30:00-04:00
778,AGTC,2019-09-27 09:30:00-04:00
779,MRNS,2019-09-26 09:30:00-04:00
780,PTE,2019-09-23 09:30:00-04:00
781,ABEO,2019-09-23 09:30:00-04:00
782,PHUN,2019-09-19 09:30:00-04:00
783,ONTX,2019-09-18 09:30:00-04:00
784,ACRS,2019-09-17 09:30:00-04:00
785,VUZI,2019-09-17 09:30:00-04:00
786,TTOO,2019-09-11 09:30:00-04:00
787,SAVA,2019-09-09 09:30:00-04:00
788,EDSA,2019-09-05 09:30:00-04:00
789,OPGN,2019-09-04 09:30:00-04:00
790,CDTX,2019-09-03 09:30:00-04:00
791,ABEO,2019-09-03 09:30:00-04:00
792,RKDA,2019-08-26 09:30:00-04:00
793,FBIO,2019-08-26 09:30:00-04:00
794,MBIO,2019-08-22 09:30:00-04:00
795,WTRH,2019-08-21 09:30:00-04:00
796,JAGX,2019-08-21 09:30:00-04:00
797,SOLY,2019-08-20 09:30:00-04:00
798,JAGX,2019-08-19 09:30:00-04:00
799,RKDA,2019-08-15 09:30:00-04:00
800,INMD,2019-08-14 09:30:00-04:00
801,RKDA,2019-08-12 09:30:00-04:00
802,RKDA,2019-08-09 09:30:00-04:00
803,ADMS,2019-08-09 09:30:00-04:00
804,OSS,2019-08-08 09:30:00-04:00
805,LPTX,2019-08-06 09:30:00-04:00
806,CDTX,2019-07-29 09:30:00-04:00
807,SMSI,2019-07-26 09:30:00-04:00
808,TCRR,2019-07-25 09:30:00-04:00
809,ABEO,2019-07-25 09:30:00-04:00
810,SCYX,2019-07-24 09:30:00-04:00
811,JNCE,2019-07-24 09:30:00-04:00
812,MRNS,2019-07-23 09:30:00-04:00
813,AVCO,2019-07-23 09:30:00-04:00
814,BIOC,2019-07-22 09:30:00-04:00
815,OTLK,2019-07-18 09:30:00-04:00
816,MBRX,2019-07-18 09:30:00-04:00
817,GHSI,2019-07-17 09:30:00-04:00
818,BPTH,2019-07-16 09:30:00-04:00
819,ADXS,2019-07-15 09:30:00-04:00
820,BNED,2019-07-15 09:30:00-04:00
821,JAGX,2019-07-11 09:30:00-04:00
822,IMUX,2019-07-11 09:30:00-04:00
823,MBRX,2019-07-10 09:30:00-04:00
824,ALT,2019-07-09 09:30:00-04:00
825,TTNP,2019-07-09 09:30:00-04:00
826,XSPA,2019-07-08 09:30:00-04:00
827,TYME,2019-07-05 09:30:00-04:00
828,OSS,2019-07-03 09:30:00-04:00
829,XSPA,2019-07-03 09:30:00-04:00
830,IDEX,2019-07-01 09:30:00-04:00
831,CETX,2019-06-27 09:30:00-04:00
832,PHUN,2019-06-26 09:30:00-04:00
833,TTNP,2019-06-26 09:30:00-04:00
834,RIOT,2019-06-26 09:30:00-04:00
835,CETX,2019-06-25 09:30:00-04:00
836,PHUN,2019-06-25 09:30:00-04:00
837,ALDX,2019-06-25 09:30:00-04:00
838,RIOT,2019-06-25 09:30:00-04:00
839,AXGT,2019-06-21 09:30:00-04:00
840,DMAC,2019-06-20 09:30:00-04:00
841,EDSA,2019-06-20 09:30:00-04:00
842,KERN,2019-06-20 09:30:00-04:00
843,GHSI,2019-06-20 09:30:00-04:00
844,JAGX,2019-06-18 09:30:00-04:00
845,BIOC,2019-06-18 09:30:00-04:00
846,MGI,2019-06-18 09:30:00-04:00
847,APRN,2019-06-17 09:30:00-04:00
848,DGLY,2019-06-14 09:30:00-04:00
849,CETX,2019-06-13 09:30:00-04:00
850,JAGX,2019-06-11 09:30:00-04:00
851,APTX,2019-06-10 09:30:00-04:00
852,LJPC,2019-06-07 09:30:00-04:00
853,LJPC,2019-06-06 09:30:00-04:00
854,CIEN,2019-06-06 09:30:00-04:00
855,SRRA,2019-06-05 09:30:00-04:00
856,SOLY,2019-06-04 09:30:00-04:00
857,PTI,2019-06-04 09:30:00-04:00
858,CLDX,2019-06-03 09:30:00-04:00
859,GNCA,2019-06-03 09:30:00-04:00
860,VBLT,2019-06-03 09:30:00-04:00
861,OTLK,2019-06-03 09:30:00-04:00
862,SOLY,2019-05-31 09:30:00-04:00
863,SOLY,2019-05-29 09:30:00-04:00
864,BIOC,2019-05-28 09:30:00-04:00
865,OTLK,2019-05-24 09:30:00-04:00
866,ONCS,2019-05-22 09:30:00-04:00
867,WKHS,2019-05-22 09:30:00-04:00
868,ONCS,2019-05-21 09:30:00-04:00
869,BIOC,2019-05-21 09:30:00-04:00
870,CLRB,2019-05-21 09:30:00-04:00
871,CIR,2019-05-21 09:30:00-04:00
872,SESN,2019-05-21 09:30:00-04:00
873,BIOC,2019-05-20 09:30:00-04:00
874,OTLK,2019-05-20 09:30:00-04:00
875,OTLK,2019-05-17 09:30:00-04:00
876,SOLY,2019-05-17 09:30:00-04:00
877,OTLK,2019-05-16 09:30:00-04:00
878,CLRB,2019-05-15 09:30:00-04:00
879,AYTU,2019-05-14 09:30:00-04:00
880,CLRB,2019-05-13 09:30:00-04:00
881,TTNP,2019-05-13 09:30:00-04:00
882,CPRX,2019-05-13 09:30:00-04:00
883,PRTY,2019-05-09 09:30:00-04:00
884,WKHS,2019-05-09 09:30:00-04:00
885,MBRX,2019-05-07 09:30:00-04:00
886,AMTX,2019-05-06 09:30:00-04:00
887,AXSM,2019-05-06 09:30:00-04:00
888,TRVN,2019-05-06 09:30:00-04:00
889,OVID,2019-05-06 09:30:00-04:00
890,RIOT,2019-05-03 09:30:00-04:00
891,EYPT,2019-05-01 09:30:00-04:00
892,PHUN,2019-05-01 09:30:00-04:00
893,MBRX,2019-04-29 09:30:00-04:00
894,LJPC,2019-04-24 09:30:00-04:00
895,IMUX,2019-04-23 09:30:00-04:00
896,TNXP,2019-04-22 09:30:00-04:00
897,MBRX,2019-04-22 09:30:00-04:00
898,PULM,2019-04-15 09:30:00-04:00
899,BPTH,2019-04-15 09:30:00-04:00
900,AMRS,2019-04-15 09:30:00-04:00
901,PHUN,2019-04-15 09:30:00-04:00
902,FTFT,2019-04-11 09:30:00-04:00
903,AVGR,2019-04-10 09:30:00-04:00
904,NBEV,2019-04-08 09:30:00-04:00
905,CNET,2019-04-05 09:30:00-04:00
906,TNXP,2019-04-04 09:30:00-04:00
907,OESX,2019-04-04 09:30:00-04:00
908,APTX,2019-04-03 09:30:00-04:00
909,OVID,2019-04-02 09:30:00-04:00
910,RIOT,2019-04-02 09:30:00-04:00
911,ADMA,2019-04-02 09:30:00-04:00
912,VTGN,2019-04-01 09:30:00-04:00
913,PULM,2019-04-01 09:30:00-04:00
914,ADXS,2019-04-01 09:30:00-04:00
915,SEEL,2019-03-29 09:30:00-04:00
916,BOXL,2019-03-29 09:30:00-04:00
917,AMRS,2019-03-29 09:30:00-04:00
918,BIOC,2019-03-28 09:30:00-04:00
919,AXSM,2019-03-27 09:30:00-04:00
920,SRNE,2019-03-26 09:30:00-04:00
921,BBBY,2019-03-26 09:30:00-04:00
922,ALDX,2019-03-26 09:30:00-04:00
923,BIOC,2019-03-26 09:30:00-04:00
924,PTI,2019-03-26 09:30:00-04:00
925,MBRX,2019-03-26 09:30:00-04:00
926,CRIS,2019-03-25 09:30:00-04:00
927,SEEL,2019-03-22 09:30:00-04:00
928,BPTH,2019-03-22 09:30:00-04:00
929,OSS,2019-03-21 09:30:00-04:00
930,CFMS,2019-03-21 09:30:00-04:00
931,NVRO,2019-03-20 09:30:00-04:00
932,SRNE,2019-03-20 09:30:00-04:00
933,TYHT,2019-03-20 09:30:00-04:00
934,AYTU,2019-03-19 09:30:00-04:00
935,TYHT,2019-03-19 09:30:00-04:00
936,VBLT,2019-03-19 09:30:00-04:00
937,ALT,2019-03-19 09:30:00-04:00
938,VXRT,2019-03-19 09:30:00-04:00
939,CLRB,2019-03-19 09:30:00-04:00
940,DARE,2019-03-18 09:30:00-04:00
941,LPTX,2019-03-18 09:30:00-04:00
942,SCYX,2019-03-18 09:30:00-04:00
943,AZRX,2019-03-18 09:30:00-04:00
944,RKDA,2019-03-15 09:30:00-04:00
945,SLNO,2019-03-15 09:30:00-04:00
946,BIOC,2019-03-15 09:30:00-04:00
947,ACHV,2019-03-15 09:30:00-04:00
948,SMSI,2019-03-14 09:30:00-04:00
949,EVOK,2019-03-14 09:30:00-04:00
950,BIOC,2019-03-13 09:30:00-04:00
951,PAVM,2019-03-13 09:30:00-04:00
952,DTEA,2019-03-13 09:30:00-04:00
953,VRA,2019-03-13 09:30:00-04:00
954,SEEL,2019-03-12 09:30:00-04:00
955,LPCN,2019-03-12 09:30:00-04:00
956,BPTH,2019-03-12 09:30:00-04:00
957,LPTX,2019-03-12 09:30:00-04:00
958,TNXP,2019-03-11 09:30:00-04:00
959,BPTH,2019-03-11 09:30:00-04:00
960,AXGT,2019-03-11 09:30:00-04:00
961,TBLT,2019-03-11 09:30:00-04:00
962,PTE,2019-03-11 09:30:00-04:00
963,AYTU,2019-03-08 09:30:00-05:00
964,TNXP,2019-03-08 09:30:00-05:00
965,SEEL,2019-03-08 09:30:00-05:00
966,SELB,2019-03-08 09:30:00-05:00
967,CODX,2019-03-07 09:30:00-05:00
968,ALT,2019-03-07 09:30:00-05:00
969,BPTH,2019-03-07 09:30:00-05:00
970,SEEL,2019-03-07 09:30:00-05:00
971,ANF,2019-03-06 09:30:00-05:00
972,BPTH,2019-03-06 09:30:00-05:00
973,AYTU,2019-03-06 09:30:00-05:00
974,IDEX,2019-03-05 09:30:00-05:00
975,AVXL,2019-03-04 09:30:00-05:00
976,EVOK,2019-03-04 09:30:00-05:00
977,RKDA,2019-03-04 09:30:00-05:00
978,HZNP,2019-02-28 09:30:00-05:00
979,ICPT,2019-02-28 09:30:00-05:00
980,SQBG,2019-02-28 09:30:00-05:00
981,RKDA,2019-02-28 09:30:00-05:00
982,BIOC,2019-02-27 09:30:00-05:00
983,GEVO,2019-02-27 09:30:00-05:00
984,CODX,2019-02-26 09:30:00-05:00
985,CLRB,2019-02-25 09:30:00-05:00
986,TTNP,2019-02-25 09:30:00-05:00
987,MVIS,2019-02-25 09:30:00-05:00
988,ATEC,2019-02-25 09:30:00-05:00
989,CMRX,2019-02-22 09:30:00-05:00
990,ACHV,2019-02-22 09:30:00-05:00
991,W,2019-02-22 09:30:00-05:00
992,VYGR,2019-02-22 09:30:00-05:00
993,ADIL,2019-02-21 09:30:00-05:00
994,ZSAN,2019-02-21 09:30:00-05:00
995,WORX,2019-02-20 09:30:00-05:00
996,CLSD,2019-02-20 09:30:00-05:00
997,KNDI,2019-02-20 09:30:00-05:00
998,NBRV,2019-02-19 09:30:00-05:00
999,ICPT,2019-02-19 09:30:00-05:00
1000,RIOT,2019-02-19 09:30:00-05:00
1001,LPCN,2019-02-14 09:30:00-05:00
1002,CYBR,2019-02-14 09:30:00-05:00
1003,GERN,2019-02-13 09:30:00-05:00
1004,DBD,2019-02-13 09:30:00-05:00
1005,TBLT,2019-02-12 09:30:00-05:00
1006,COTY,2019-02-12 09:30:00-05:00
1007,WORX,2019-02-12 09:30:00-05:00
1008,AMTX,2019-02-12 09:30:00-05:00
1009,OTLK,2019-02-11 09:30:00-05:00
1010,AVCO,2019-02-11 09:30:00-05:00
1011,BIOC,2019-02-08 09:30:00-05:00
1012,COTY,2019-02-08 09:30:00-05:00
1013,HYRE,2019-02-07 09:30:00-05:00
1014,BIOC,2019-02-07 09:30:00-05:00
1015,PULM,2019-02-07 09:30:00-05:00
1016,AXSM,2019-02-06 09:30:00-05:00
1017,PULM,2019-02-06 09:30:00-05:00
1018,MGNX,2019-02-06 09:30:00-05:00
1019,TRVN,2019-02-06 09:30:00-05:00
1020,EYEN,2019-02-06 09:30:00-05:00
1021,AMRS,2019-02-05 09:30:00-05:00
1022,MBRX,2019-02-05 09:30:00-05:00
1023,EOLS,2019-02-04 09:30:00-05:00
1024,TTNP,2019-02-01 09:30:00-05:00
1025,ADIL,2019-02-01 09:30:00-05:00
1026,TBLT,2019-02-01 09:30:00-05:00
1027,FBIO,2019-01-31 09:30:00-05:00
1028,VTGN,2019-01-31 09:30:00-05:00
1029,SCYX,2019-01-31 09:30:00-05:00
1030,EYEN,2019-01-30 09:30:00-05:00
1031,EKSO,2019-01-30 09:30:00-05:00
1032,CODX,2019-01-30 09:30:00-05:00
1033,BOXL,2019-01-29 09:30:00-05:00
1034,VYGR,2019-01-29 09:30:00-05:00
1035,AVCO,2019-01-29 09:30:00-05:00
1036,PCG,2019-01-29 09:30:00-05:00
1037,ALT,2019-01-29 09:30:00-05:00
1038,BIOC,2019-01-28 09:30:00-05:00
1039,AVCO,2019-01-28 09:30:00-05:00
1040,CLRO,2019-01-25 09:30:00-05:00
1041,TTNP,2019-01-25 09:30:00-05:00
1042,BPTH,2019-01-24 09:30:00-05:00
1043,TLGT,2019-01-24 09:30:00-05:00
1044,SNGX,2019-01-23 09:30:00-05:00
1045,ATHX,2019-01-23 09:30:00-05:00
1046,BPTH,2019-01-22 09:30:00-05:00
1047,SRNE,2019-01-22 09:30:00-05:00
1048,BPTH,2019-01-18 09:30:00-05:00
1049,GEVO,2019-01-18 09:30:00-05:00
1050,MBOT,2019-01-17 09:30:00-05:00
1051,TBLT,2019-01-17 09:30:00-05:00
1052,LPCN,2019-01-17 09:30:00-05:00
1053,PCG,2019-01-17 09:30:00-05:00
1054,MBOT,2019-01-16 09:30:00-05:00
1055,TBLT,2019-01-16 09:30:00-05:00
1056,WTER,2019-01-15 09:30:00-05:00
1057,MBOT,2019-01-15 09:30:00-05:00
1058,VHC,2019-01-15 09:30:00-05:00
1059,WTER,2019-01-14 09:30:00-05:00
1060,MBOT,2019-01-14 09:30:00-05:00
1061,TLRY,2019-01-11 09:30:00-05:00
1062,TBLT,2019-01-11 09:30:00-05:00
1063,FTK,2019-01-11 09:30:00-05:00
1064,AXSM,2019-01-07 09:30:00-05:00
1065,QEP,2019-01-07 09:30:00-05:00
1066,COCP,2019-01-03 09:30:00-05:00
1067,WATT,2018-12-27 09:30:00-05:00
1068,ADMA,2018-12-20 09:30:00-05:00
1069,TBLT,2018-12-19 09:30:00-05:00
1070,ADIL,2018-12-19 09:30:00-05:00
1071,EVFM,2018-12-17 09:30:00-05:00
1072,PTI,2018-12-17 09:30:00-05:00
1073,ADIL,2018-12-13 09:30:00-05:00
1074,ASTC,2018-12-12 09:30:00-05:00
1075,MRNS,2018-12-10 09:30:00-05:00
1076,TNXP,2018-12-07 09:30:00-05:00
1077,DARE,2018-12-06 09:30:00-05:00
1078,MBRX,2018-12-04 09:30:00-05:00
1079,NBEV,2018-12-03 09:30:00-05:00
1080,ADIL,2018-11-30 09:30:00-05:00
1081,TNXP,2018-11-29 09:30:00-05:00
1082,TNXP,2018-11-28 09:30:00-05:00
1083,MBRX,2018-11-28 09:30:00-05:00
1084,AEMD,2018-11-27 09:30:00-05:00
1085,SLS,2018-11-09 09:30:00-05:00
1086,SESN,2018-11-08 09:30:00-05:00
1087,HPR,2018-11-07 09:30:00-05:00
1088,RGLS,2018-11-06 09:30:00-05:00
1089,AYTU,2018-11-05 09:30:00-05:00
1090,SLS,2018-11-01 09:30:00-04:00
1091,BLNK,2018-10-29 09:30:00-04:00
1092,APRN,2018-10-29 09:30:00-04:00
1093,SLS,2018-10-24 09:30:00-04:00
1094,SLS,2018-10-22 09:30:00-04:00
1095,CLGN,2018-10-22 09:30:00-04:00
1096,AYTU,2018-10-22 09:30:00-04:00
1097,FTFT,2018-10-19 09:30:00-04:00
1098,CNET,2018-10-19 09:30:00-04:00
1099,PTI,2018-10-18 09:30:00-04:00
1100,SLS,2018-10-15 09:30:00-04:00
1101,SNGX,2018-10-15 09:30:00-04:00
1102,HEAR,2018-10-11 09:30:00-04:00
1103,MBRX,2018-10-10 09:30:00-04:00
1104,GEVO,2018-10-09 09:30:00-04:00
1105,AMTX,2018-10-09 09:30:00-04:00
1106,ALT,2018-10-08 09:30:00-04:00
1107,AYTU,2018-10-05 09:30:00-04:00
1108,YGYI,2018-10-04 09:30:00-04:00
1109,VXRT,2018-10-04 09:30:00-04:00
1110,VTGN,2018-10-03 09:30:00-04:00
1111,CLRB,2018-10-02 09:30:00-04:00
1112,DTEA,2018-10-02 09:30:00-04:00
1113,NBEV,2018-10-01 09:30:00-04:00
1114,OCN,2018-09-28 09:30:00-04:00
1115,ONTX,2018-09-26 09:30:00-04:00
1116,ALDX,2018-09-26 09:30:00-04:00
1117,AZRX,2018-09-24 09:30:00-04:00
1118,DTEA,2018-09-21 09:30:00-04:00
1119,NBEV,2018-09-20 09:30:00-04:00
1120,ALT,2018-09-20 09:30:00-04:00
1121,GALT,2018-09-20 09:30:00-04:00
1122,NBEV,2018-09-17 09:30:00-04:00
1123,CLRB,2018-09-17 09:30:00-04:00
1124,GERN,2018-09-13 09:30:00-04:00
1125,NBEV,2018-09-06 09:30:00-04:00
1126,VRA,2018-09-05 09:30:00-04:00
1127,GERN,2018-08-24 09:30:00-04:00
1128,SRRA,2018-08-22 09:30:00-04:00
1129,CNET,2018-08-17 09:30:00-04:00
1130,CLRB,2018-08-13 09:30:00-04:00
1131,CTXR,2018-08-09 09:30:00-04:00
1132,SBBP,2018-08-08 09:30:00-04:00
1133,EKSO,2018-08-07 09:30:00-04:00
1134,HYRE,2018-07-31 09:30:00-04:00
1135,SRAX,2018-07-30 09:30:00-04:00
1136,BLNK,2018-07-25 09:30:00-04:00
1137,RIOT,2018-07-24 09:30:00-04:00
1138,SLS,2018-07-20 09:30:00-04:00
1139,RKDA,2018-07-19 09:30:00-04:00
1140,SMIT,2018-07-19 09:30:00-04:00
1141,CLRB,2018-07-18 09:30:00-04:00
1142,CBIO,2018-07-18 09:30:00-04:00
1143,CLRB,2018-07-17 09:30:00-04:00
1144,CAPR,2018-07-17 09:30:00-04:00
1145,CODA,2018-07-16 09:30:00-04:00
1146,DARE,2018-07-16 09:30:00-04:00
1147,ADXS,2018-07-13 09:30:00-04:00
1148,PIXY,2018-07-13 09:30:00-04:00
1149,BIOC,2018-07-13 09:30:00-04:00
1150,BIOC,2018-07-12 09:30:00-04:00
1151,CTIC,2018-07-09 09:30:00-04:00
1152,HTBX,2018-07-09 09:30:00-04:00
1153,GEVO,2018-07-03 09:30:00-04:00
1154,MICT,2018-07-03 09:30:00-04:00
1155,ADMP,2018-07-02 09:30:00-04:00
1156,ACRX,2018-06-27 09:30:00-04:00
1157,RKDA,2018-06-27 09:30:00-04:00
1158,AVGR,2018-06-26 09:30:00-04:00
1159,INFI,2018-06-26 09:30:00-04:00
1160,LEE,2018-06-26 09:30:00-04:00
1161,HTBX,2018-06-26 09:30:00-04:00
1162,BOXL,2018-06-25 09:30:00-04:00
1163,SLNO,2018-06-22 09:30:00-04:00
1164,CASI,2018-06-21 09:30:00-04:00
1165,MBRX,2018-06-20 09:30:00-04:00
1166,CLBS,2018-06-20 09:30:00-04:00
1167,ASTC,2018-06-19 09:30:00-04:00
