,Failure Rate,Average Dump,Average Success,# Dumps,Splits
138,0.5714285714285714,-0.05691244606128688,0.13143919210372743,7,0.3333333333333333
139,0.7272727272727273,-0.07172153340729558,0.06163299542635579,22,0.15000000000000002
140,0.75,-0.06530474513946345,0.17274920844283426,12,1.0
141,0.4444444444444444,-0.062390255025528044,0.19761127061122777,9,1.0
142,0.5714285714285714,-0.06406996001643313,0.10815514653873502,21,1.0
143,0.7142857142857143,-0.06721528202834923,0.07326620158464597,7,0.0175
144,0.8888888888888888,-0.09912702723625359,0.10280373831775715,9,1.0
145,0.7142857142857143,-0.08698892203785977,0.12475648362352379,7,1.0
146,0.6666666666666666,-0.10778365277691526,0.25442628166060033,24,0.16667
147,0.7692307692307693,-0.12353250340624404,0.1374265832097157,13,1.0
148,0.7857142857142857,-0.11820191478538332,0.11302930766757555,84,0.027778333333333335
149,0.725,-0.11820948421307467,0.14735481338938952,80,1.0
150,0.7142857142857143,-0.10606177201398295,0.09047984318751302,14,1.0
151,0.5909090909090909,-0.08923620083330562,0.13868005820377616,22,1.0
152,1.0,-0.15155138339920948,,2,1.0
153,0.625,-0.19291875101852413,0.404837603081573,8,1.0
154,1.0,-0.042318928729788555,,5,1.0
155,0.7777777777777778,-0.13449367520233604,0.05640172735760976,9,1.0
156,0.6666666666666666,-0.08844300994461239,0.02107955019580958,15,0.33333
157,0.7777777777777778,-0.10680461094149002,0.13709694659107716,27,1.0
158,0.75,-0.07996368997733226,0.22426958160419286,16,1.0
159,0.6363636363636364,-0.045192652424233815,0.07768475725840403,11,1.0
160,0.6896551724137931,-0.10602508794018836,0.47971802570693245,29,3.000000000000003
161,0.7209302325581395,-0.11164566888102619,0.1473061411177953,43,0.1
162,1.0,-0.10806994282900449,,4,0.06666666666666667
163,0.6956521739130435,-0.07241799943365133,0.07506533410748814,23,1.0
164,1.0,-0.09294323729625774,,9,1.0
165,0.7142857142857143,-0.11012610103030986,0.1473061411177953,42,0.1
166,0.6521739130434783,-0.08803253197179184,0.09922797827691121,23,1.0
167,0.8095238095238095,-0.07848158651771558,0.055543987430317965,21,1.0
168,1.0,-0.11866637144806491,,6,1.0
169,0.6785714285714286,-0.10909909006235367,0.47971802570693245,28,3.000000000000003
170,0.8064516129032258,-0.12645555474187917,0.09578052224317257,31,0.016666666666666666
171,0.7692307692307693,-0.12353250340624404,0.1374265832097157,13,1.0
172,0.8529411764705882,-0.1190727197778069,0.3758933457859069,34,1.0
173,0.7333333333333333,-0.086228595997371,0.22426958160419286,15,1.0
174,0.8571428571428571,-0.08246224914861792,0.38504155124653744,7,1.0
175,0.8421052631578947,-0.10342147776368737,0.16300944853765212,19,1.0
176,0.5,-0.062390255025528044,0.22603506728501374,8,1.0
177,0.9230769230769231,-0.1265620967774904,,13,0.001
178,0.7142857142857143,-0.12424917345048175,0.21880291446558423,35,0.002
179,0.7142857142857143,-0.10606177201398295,0.09047984318751302,14,1.0
180,0.9,-0.11976999177188759,0.011299435028248598,10,1.0
181,0.6923076923076923,-0.10809031578789435,0.09047984318751302,13,1.0
182,0.5294117647058824,-0.08867261968979856,0.15386300813014422,17,1.0
183,1.0,-0.10133247557952706,,9,1.0
184,0.8181818181818182,-0.08549225537172914,0.10465053763440858,11,1.0
185,0.8333333333333334,-0.0988573023955491,,6,0.1
186,1.0,-0.06652050814959364,,6,1.0
187,0.6923076923076923,-0.12002707531985271,0.5353455411237155,13,0.0007407407407407407
188,0.4,-0.13580511483737287,0.32732156853254135,10,1.0
189,0.0,,0.28068703715911836,3,0.0005
190,0.8679245283018868,-0.12602414104835782,0.22272684666872186,53,0.1
191,0.5,-0.07103185805847759,0.12973657357632526,8,1.0
192,0.5,-0.293233082706767,0.18376068376068383,2,1.0
193,0.6,-0.11385550755152991,0.10615252166618369,10,0.05
194,0.875,-0.12998881816652724,0.015471698113207519,8,1.02128
195,0.6,-0.10685174897800225,0.3234625274733462,20,1.0
196,0.7142857142857143,-0.11012610103030986,0.1473061411177953,42,0.1
197,0.8260869565217391,-0.08852217928490955,0.06413457297742013,23,0.125
198,0.8333333333333334,-0.07939988491151975,0.38504155124653744,6,1.0
199,0.7192982456140351,-0.10516989970757752,0.1273460082372152,57,0.011111111111111112
200,0.5294117647058824,-0.08867261968979856,0.15386300813014422,17,1.0
201,0.8333333333333334,-0.12645555474187917,0.1044791103519378,30,0.016666666666666666
202,0.8333333333333334,-0.10107363376694005,0.5409200015739974,12,1.0
203,0.8888888888888888,-0.1310069640138138,0.011299435028248598,9,1.0
204,0.7692307692307693,-0.10784376621974731,0.13709694659107716,26,1.0
205,1.0,-0.09729111423488873,,8,1.0
206,0.8888888888888888,-0.1059200775954213,0.6401273885350319,9,1.0
207,0.8518518518518519,-0.13245454517871846,0.15488495200451727,27,0.06666666666666667
208,0.6,-0.06406996001643313,0.1148386023560769,20,1.0
209,0.5714285714285714,-0.18365898729636188,0.404837603081573,7,1.0
210,0.7021276595744681,-0.0938937702886122,0.0881770342202949,47,1.0
211,0.8571428571428571,-0.10535502194874248,0.06938461538461543,7,1.0
212,0.625,-0.16077958522305907,0.03278543612451534,8,1.0
213,0.6666666666666666,-0.12916666666666668,0.03984063745019918,3,1.0
214,0.6666666666666666,-0.07068811695221225,0.09410977732915635,15,0.013329999999999998
215,1.0,-0.19039074445121354,,6,1.0
216,0.6666666666666666,-0.12916666666666668,0.03984063745019918,3,1.0
217,0.5625,-0.11159660569427282,0.08663735281803826,16,0.007352941176470588
218,0.6111111111111112,-0.06128101912815412,0.04634496916296425,18,1.0
219,0.7058823529411765,-0.08622387767482069,0.05981021825607111,17,1.0
220,0.7058823529411765,-0.11909758384659924,0.21880291446558423,34,0.002
221,0.7142857142857143,-0.08411699232027195,0.22426958160419286,14,1.0
222,0.631578947368421,-0.09462134972375678,0.11103824087228471,19,1.0
223,0.8620689655172413,-0.09755699083622484,0.36135822875014845,29,0.05
224,0.696969696969697,-0.11730061760138046,0.21880291446558423,33,0.002
225,0.6923076923076923,-0.07976895816475905,0.22426958160419286,13,1.0
226,0.4444444444444444,-0.06016812867143469,0.13661190898353207,18,1.0
227,0.7,-0.17300946098979075,0.09046906442195958,10,1.0
228,0.7142857142857143,-0.1049482700072845,0.1273460082372152,56,0.011111111111111112
229,0.6521739130434783,-0.07506999724980999,0.36122440096242125,23,0.5
230,0.4482758620689655,-0.07479515469381647,0.08781738737115283,29,0.033334
231,0.8333333333333334,-0.09916019154265723,0.07200000000000006,6,1.0
232,0.8333333333333334,-0.10552582378625656,0.16300944853765212,18,1.0
233,0.7555555555555555,-0.09813760315255601,0.11487626646341105,45,0.125
234,0.8666666666666667,-0.12474055019513777,0.33860676003546647,15,0.03333333333333333
235,0.5882352941176471,-0.06547208109263118,0.2654470752413948,17,0.0004
236,0.6483516483516484,-0.11291140876932088,0.09888197981070183,91,2.1599999999999997
237,0.7272727272727273,-0.07172153340729558,0.06163299542635579,22,0.15000000000000002
238,0.36363636363636365,-0.09391551754412139,0.03494321024329154,11,1.0
239,0.9230769230769231,-0.07794205513594848,0.11415525114155252,13,1.0
240,0.5714285714285714,-0.18365898729636188,0.404837603081573,7,1.0
241,0.7857142857142857,-0.10972495288816969,0.045432544604208494,14,0.3333333333333333
242,1.0,-0.07760035764456447,,8,1.0
243,0.5,-0.09090909090909091,0.14739229024943298,2,1.0
244,0.7073170731707317,-0.11230717347963089,0.1473061411177953,41,0.1
245,0.6666666666666666,-0.07292189611717212,0.22426958160419286,12,1.0
246,1.0,-0.22078840178999695,,5,1.0
247,1.0,-0.08555054923570027,,5,0.0004
248,0.7777777777777778,-0.16519728606168455,0.8187830687830688,9,1.0
249,0.8571428571428571,-0.10535502194874248,0.06938461538461543,7,1.0
250,1.0,-0.10806994282900449,,4,0.06666666666666667
251,0.78125,-0.10856412034301342,0.13910696843649248,32,0.1
252,0.8333333333333334,-0.206271169054614,0.26694915254237306,6,1.0
253,0.75,-0.06530474513946345,0.17274920844283426,12,1.0
254,0.55,-0.08904225659831248,0.08396319817264945,20,1.0
255,0.5625,-0.06081711552960414,0.2654470752413948,16,0.0004
256,0.5714285714285714,-0.18365898729636188,0.404837603081573,7,1.0
257,0.2857142857142857,-0.09825688073394498,0.108647378722419,7,1.0
258,0.5,-0.1397080821898562,0.404837603081573,6,1.0
259,0.7073170731707317,-0.11230717347963089,0.1473061411177953,41,0.1
260,0.76,-0.11168376860340598,0.13709694659107716,25,1.0
261,0.8666666666666667,-0.12181523033818682,0.11111111111111112,15,0.005
262,0.6,-0.1397080821898562,0.008264462809917425,5,1.0
263,0.75,-0.1602391923427234,0.8187830687830688,8,1.0
264,0.6666666666666666,-0.10834244335296239,0.1525396574304013,15,0.125
265,0.5,-0.13372093023255818,0.13935144609991235,2,1.0
266,0.42857142857142855,-0.07979958302313327,0.08781738737115283,28,0.033334
267,0.7741935483870968,-0.11917489128673305,0.13989893503734604,31,0.006666666666666667
268,0.7735849056603774,-0.12510776089900938,0.25919060246802095,53,0.01
269,1.0,-0.07804662886311527,,6,0.14286
270,0.5454545454545454,-0.09512401474048306,0.1458615898427219,11,1.0
271,1.0,-0.11280545029346561,,3,1.0
272,1.0,-0.07794387124630035,,11,1.0
273,1.0,-0.07855745626230336,,11,1.0
274,0.6,-0.06081711552960414,0.29994249173642956,15,0.0004
275,0.4,-0.13580511483737287,0.32732156853254135,10,1.0
276,0.7142857142857143,-0.10834244335296239,0.16852890249666302,14,0.125
277,0.71875,-0.11730061760138046,0.2021462577105927,32,0.002
278,0.7346938775510204,-0.07252356734814062,0.13093266559735622,98,8.333500000000001e-05
279,0.825,-0.13578194116302048,0.10099315990187943,40,5e-05
280,0.5,-0.12296123571939697,0.01709321977464307,4,1.2762815625000026
281,0.8051948051948052,-0.11729687580140252,0.16347582226592308,77,1.0
282,1.0,-0.07855745626230336,,11,1.0
283,0.7,-0.10864711780410463,0.1473061411177953,40,0.1
284,0.8205128205128205,-0.13638756068679872,0.10099315990187943,39,5e-05
285,0.8484848484848485,-0.12089025197766363,0.3758933457859069,33,1.0
286,0.8888888888888888,-0.06171092721886244,,9,1.0
287,0.7272727272727273,-0.1305626086089855,0.07997655477031293,11,1.0
288,0.6923076923076923,-0.10325178929113366,0.1473061411177953,39,0.1
289,0.6,-0.11385550755152991,0.10615252166618369,10,0.05
290,0.7105263157894737,-0.10325178929113366,0.14080167950530223,38,0.1
291,0.6666666666666666,-0.11353201549868508,0.06462264150943388,6,1.0
292,0.3333333333333333,-0.06343283582089566,0.058985880504867874,3,1.0
293,0.75,-0.09636399516727993,0.11487626646341105,44,0.125
294,0.6,-0.11385550755152991,0.10615252166618369,10,0.05
295,0.7272727272727273,-0.1305626086089855,0.07997655477031293,11,1.0
296,0.7916666666666666,-0.11441183775984394,0.09216377338055073,24,0.06666666666666667
297,0.5714285714285714,-0.05691244606128688,0.13143919210372743,7,0.3333333333333333
298,0.75,-0.11424543516516168,0.13709694659107716,24,1.0
299,0.8,-0.11893830544940198,0.1359990018209892,25,0.002026666666666667
300,0.7441860465116279,-0.09892082456171197,0.11487626646341105,43,0.125
301,0.4,-0.13580511483737287,0.32732156853254135,10,1.0
302,0.6,-0.10685174897800225,0.3234625274733462,20,1.0
303,0.6428571428571429,-0.07491916376332762,0.09410977732915635,14,0.013329999999999998
304,0.0,,0.21560574948665293,1,1.0
305,0.75,-0.08844801897878062,0.24336903508768395,52,0.0010582433857142855
306,0.6521739130434783,-0.10630496970091179,0.25442628166060033,23,0.16667
307,1.0,-0.11280545029346561,,3,1.0
308,0.782608695652174,-0.11424543516516168,0.11301932992126859,23,1.0
309,0.8,-0.07193090746114694,0.16376306620209058,10,1.0
310,0.8333333333333334,-0.10552582378625656,0.16300944853765212,18,1.0
311,1.0,-0.06143486466210306,,2,1.0
312,0.8,-0.10364560543945867,0.027870326299645698,10,1.0
313,0.7619047619047619,-0.08640197223806681,0.05634163686752035,21,0.1
314,0.5,-0.062390255025528044,0.22603506728501374,8,1.0
315,0.6666666666666666,-0.11461339914916295,0.382978115950602,18,1.0
316,0.8679245283018868,-0.12602414104835782,0.22272684666872186,53,0.1
317,0.5,-0.12296123571939697,0.01709321977464307,4,1.2762815625000026
318,0.8181818181818182,-0.11424543516516168,0.1125385302176777,22,1.0
319,0.8333333333333334,-0.09185723550382151,0.03381731653137141,12,0.5078125
320,0.6363636363636364,-0.09927005522465275,0.09963826440257499,22,0.03333333333333333
321,0.7142857142857143,-0.1790217246888191,0.8187830687830688,7,1.0
322,0.8571428571428571,-0.09657456122658865,0.1889521100047416,28,0.5
323,0.7272727272727273,-0.07172153340729558,0.06163299542635579,22,0.15000000000000002
324,0.6,-0.07512840466926064,0.08000000000000007,5,1.0
325,0.46153846153846156,-0.04220489554471853,0.09479128945747455,13,1.0
326,0.6190476190476191,-0.09996410157325161,0.09963826440257499,21,0.03333333333333333
327,0.75,-0.10809031578789435,0.10715231500146244,12,1.0
328,1.0,-0.06652050814959364,,6,1.0
329,0.6666666666666666,-0.13214321095665071,0.2878516983834663,9,0.1
330,0.38461538461538464,-0.10426462325952954,0.10093125041563372,13,0.125
331,1.0,-0.0537792640596166,,5,1.0
332,0.0,,0.28068703715911836,3,0.0005
333,1.0,-0.22078840178999695,,5,1.0
334,0.4444444444444444,-0.06016812867143469,0.13661190898353207,18,1.0
335,0.8571428571428571,-0.12336360100136208,0.33860676003546647,14,0.03333333333333333
336,1.0,-0.10806994282900449,,4,0.06666666666666667
337,1.0,-0.050001983079393054,,4,1.0
338,0.8095238095238095,-0.09736499545046885,0.06691392495385236,21,1.0
339,0.6818181818181818,-0.10630496970091179,0.24167564910720496,22,0.16667
340,0.5,-0.10553241099083799,0.49257719403280764,6,1.0
341,0.5714285714285714,-0.06035473884177239,0.29994249173642956,14,0.0004
342,0.6483516483516484,-0.11291140876932088,0.09888197981070183,91,2.1599999999999997
343,0.8333333333333334,-0.10552582378625656,0.16300944853765212,18,1.0
344,0.4,-0.13580511483737287,0.32732156853254135,10,1.0
345,0.7735849056603774,-0.12510776089900938,0.25919060246802095,53,0.01
346,0.5,-0.12744692648014208,0.12107612371544121,8,1.0
347,1.0,-0.04054054054054061,,1,1.0
348,0.6,-0.10553241099083799,0.7250249605993845,5,1.0
349,0.8571428571428571,-0.1046930951996079,,7,1.0
350,0.5434782608695652,-0.08231164139173447,0.1442282842447926,46,0.0001332
351,0.651685393258427,-0.11329934756010039,0.09190823153246874,89,2.1599999999999997
352,0.8333333333333334,-0.10552582378625656,0.16300944853765212,18,1.0
353,0.5833333333333334,-0.0655440479818302,0.29743099008371543,12,0.0004
354,0.75,-0.08466952922601803,0.05634163686752035,20,0.1
355,0.6,-0.10553241099083799,0.7250249605993845,5,1.0
356,0.651685393258427,-0.11329934756010039,0.09190823153246874,89,2.1599999999999997
357,0.6666666666666666,-0.09774594742735362,0.47971802570693245,27,3.000000000000003
358,1.0,-0.08006746884695819,,10,1.0
359,1.0,-0.22078840178999695,,5,1.0
360,0.7631578947368421,-0.14716176442338139,0.08748582967121768,38,1.0
361,0.6666666666666666,-0.13128354635758427,0.06692640692640689,12,2.25
362,0.625,-0.15337704795317567,0.2878516983834663,8,0.1
363,0.7142857142857143,-0.10630496970091179,0.2515104795139614,21,0.16667
364,0.7894736842105263,-0.08466952922601803,0.06499226347570478,19,0.1
365,0.6428571428571429,-0.07491916376332762,0.09410977732915635,14,0.013329999999999998
366,0.5454545454545454,-0.06998187436571672,0.29743099008371543,11,0.0004
367,0.8,-0.14259741535714296,0.42078081232493,10,1.0
368,0.5789473684210527,-0.10266180102413078,0.3234625274733462,19,1.0
369,1.0,-0.08006746884695819,,10,1.0
370,0.8333333333333334,-0.12645555474187917,0.1044791103519378,30,0.016666666666666666
371,0.6190476190476191,-0.09996410157325161,0.09963826440257499,21,0.03333333333333333
372,0.75,-0.020024064107716573,0.061371841155234634,4,1.0
373,0.5789473684210527,-0.10266180102413078,0.3234625274733462,19,1.0
374,0.8571428571428571,-0.1249489556733866,0.11111111111111112,14,0.005
375,0.7916666666666666,-0.11441183775984394,0.09216377338055073,24,0.06666666666666667
376,0.6428571428571429,-0.08000941061626694,0.02107955019580958,14,0.33333
377,0.7333333333333333,-0.10586897590175276,0.22054629735538203,15,0.009523809523809525
378,0.7,-0.09667427098147338,0.2515104795139614,20,0.16667
379,0.7619047619047619,-0.07172153340729558,0.0727250266103924,21,1.5
380,1.0,-0.09729111423488873,,8,1.0
381,0.7142857142857143,-0.10424366127971581,0.22054629735538203,14,0.009523809523809525
382,0.8461538461538461,-0.1350215022440375,0.11111111111111112,13,0.005
383,0.6538461538461539,-0.09646246095888593,0.47971802570693245,26,3.000000000000003
384,0.6,-0.06406996001643313,0.1148386023560769,20,1.0
385,0.7441860465116279,-0.09892082456171197,0.11487626646341105,43,0.125
386,0.6666666666666666,-0.09280208122497796,0.037777777777777764,6,1.0
387,0.6923076923076923,-0.07491916376332762,0.06742726864861298,13,0.013329999999999998
388,0.8627450980392157,-0.12795875962784037,0.22272684666872186,51,0.1
389,0.7073170731707317,-0.13783196125956362,0.14762250054277956,41,1.0
390,0.9166666666666666,-0.10488405925983689,0.08706048208757174,24,1.0
391,0.6436781609195402,-0.11066816090725887,0.09190823153246874,87,2.1599999999999997
392,1.0,-0.10359557449085854,,5,1.0
393,0.6818181818181818,-0.10326662456623131,0.13644201904861855,22,0.0013333333333333333
394,0.75,-0.07491916376332762,0.015731650303880334,12,0.013329999999999998
395,0.7631578947368421,-0.14716176442338139,0.08748582967121768,38,1.0
396,0.6395348837209303,-0.10663332256624683,0.09190823153246874,86,2.1599999999999997
397,0.6666666666666666,-0.09280208122497796,0.037777777777777764,6,1.0
398,0.8627450980392157,-0.12795875962784037,0.22272684666872186,51,0.1
399,0.68,-0.09646246095888593,0.556413002735191,25,3.000000000000003
400,0.6666666666666666,-0.09280208122497796,0.037777777777777764,6,1.0
401,0.7272727272727273,-0.08153075526898587,0.015731650303880334,11,0.013329999999999998
402,0.84375,-0.12448583450240955,0.3758933457859069,32,1.0
403,0.6818181818181818,-0.10326662456623131,0.13644201904861855,22,0.0013333333333333333
404,0.75,-0.03668074283636812,0.042240995998221564,4,1.0
405,0.75,-0.08779968191672437,,4,40.0
